name,modrinth,curseforge,description
,L9xxumt0,,PojavLauncherの最適化のために設計 ✉️通知掲示板✉️ Minecraft 1.21.1をサポート Minecraft 1.21をサポート Minecraft 1.20.6をサポート Minecraft 1.20.4を更新 Minecraft 1.20.2を更新 Minecraft 1.20.1を更新 2024.8.17
,BHtwz1lb,,Fabric向けのOptiFine機能 — Fabricの最適化と最新のMinecraftパフォーマンスModによって駆動されます。ローエンドシステムでも高FPS。26.2アルファ！
,g9O0WaGR,,現代のJavaエディションコンテンツとQoLで拡張された、継続的なレガシーコンソールエディション体験！（公式Legacy4Jプロジェクト）
,8fxQRGcg,,PojavLauncherのパフォーマンスを最適化する最高のModパック！すべてのバージョンで利用可能
,cqIwxyhH,,Lunar ClientでWynncraftをプレイしながらゲームプレイ体験を向上させるために特別に作成された人気Modのリスト。
,uvlobdYF,,機械動力とソーシャルインタラクションを中心に据えた統合パッケージ。機械装置を通じて友人と一緒に幸せな世界を作りましょう。技術と機械の美しさをより強く体験してください。
,KHwMgdkE,,Minecraftのための最高のバックルームズ体験
,6HvKwSky,,クエスト、鮮やかな風景、無限の建設可能性に満ちた手作り世界、ホームステッドへようこそ。落ち着いて、探検し、あなたがいつも夢見ていた快適な生活を作りましょう！
,PITslCIA,,Lunar Clientを通じてMCCアイランドでプレイ中にゲームプレイ体験を向上させるために特別に作成された人気Modのリスト。
,Pwyu7to9,,Createプレイヤーには必須、軽くて速くて小さい！
,IDrxZk6D,,あなたが ever 必要とする唯一のパフォーマンスmodパック。
,tT6OXNXX,,BlockFront modの公式modパック
,cJJdkNYP,,いくつかのバニラ+機能を持つスカイブロック用のサーバー側modパック
,u76hn1pF,,ドライバー制約のシステムにおいて、Sodiumよりも43%高いパフォーマンスを引き出すVulkanレンダラー。無駄な機能ゼロ。
,paoFU4Vl,,mc26.2 alpha - Fabric向けのOptiFineの現代的でオープンソースの代替品
,wleDCmw2,,このCobblemon Pokemania向けModpackで、最高のCobblemon体験を！同梱サーバーには、すべてのポケモンモデルに加え、メガシンカ、Zワザ、テラスタル、レイド、コスチュームなどがすべて含まれています！
,ddF4bxsz,,最大パフォーマンス、カクつきを解消し、バニラを壊さずに処理を高速化。Sodium、Vulkan、Embeddium、Nothiriumを使用。旧称はWing。
,lz3ryGPQ,,Minecraftが本来あるべき姿に戻り、再び楽しめるようになるmodpack。
,tlWx9npV,,印象的でリアルな恐竜に囲まれた、本当の先史時代の体験を！
,22jj8tHD,,パフォーマンスを向上させ、ゲーム体験を改善するために設計された、Minecraft用最高の最適化modpackの一つ。
,SzFfKsVP,,公式HeroPacksを活用するFiskHeroes / Fisk's SuperHeroes mod用のサーバー。
,8xOSkvVU,,このパックは、バニラゲーム内でMinecraftの trailers の素晴らしいビジュアルを再現することを目指しています。
,BYN9yKrV,,mc26.2 alpha - Fabric向けの軽量なオープンソースのパフォーマンスmodpack
,CZmX2vbs,,欠落していた機能が追加されたCobblemon！ポケモンの町、騎乗可能なポケモン、メガシンカ、ジムリーダー、ポケモンのぬいぐるみなど！
,kTa7HfI5,,Fabric向けの公式Conquest Reforged modpack。
,JR0bkFKa,,小型ながら効率的なPvP用modpack。
,UeU522Qh,,人気ゲームプレイ「100 Days of Shock」のハイバージョンがリマスターされ、唯一無二のものになりました！
,6jLwq7KU,,Lunar ClientでHypixel Skyblockをプレイする際のゲーム体験を向上させるための人気modのカスタマイズリスト。
,MQkboJhx,,MinecraftでHTTYD！ドラゴン、バイキング、ダンジョン、HTTYDのオマージュなどが詰まったmodpackをお楽しみください！
,mvnoIGxi,,通常のワンブロックサバイバルですが、多くの住人がいて凍りつくような体験を提供します（最適化済み）。
,mvhIfZLj,,🚀 不要なmodなしで最高FPS！最適化modはわずか16個のみ - 余計なものなし！ ✅ 主要バージョンすべて対応 ⚡ どのランチャーでもインストール可能！（ガイドは下をご覧ください）
,p87Jiw2q,,魔法、技術など、MODコンテンツを最大限に活用できるよう、あらゆるスキルレベルのプレイヤー向けに設計されています。
,njITF4u1,,1028匹のポケモンすべてと伝説のポケモンを収録。メガシンカも対応しています。
,JV4lvByf,,[説明を読んでください] Minecraftのイントロを新しいMojangアニメーションと公式Minecraftチャンネルのアウトロに置き換えます！
,8jHBWQlK,,鬼滅の刃（デモン・スレイヤー）は、悪魔や悪魔殺しになりたいプレイヤーのためのRPG modpackです！
,VUmd23oG,,Mod Createを中心に据えたSkyblock modpack。
,jzO4AHJD,,ゾンビに満ちた世界で戦い、止まらない興奮を体験してください。準備を整え、砦を構築し、この素晴らしい旅でサバイバルスキルを発揮しましょう！
,91tn21DV,,『呪術廻戦（呪術戦闘）』は、術師になって呪いと戦いたいプレイヤー向けのRPGモッドパックです！
,SfTr5hl1,,Versatile は、Luna Pixel Studios のすべてのモッドパックとそれ以上の内容の組み合わせです！
,FycBo1BI,,ラッキーブロックチャレンジ！ラッキーブロック、ラッキーワンブロック、ラッキレーシング、ラッキーゲーム、ラッキーピラーなど！
,QnuhhrEb,,🔥 Cobblemon.gg - 究極のポケモン体験！Cobblemon.gg へようこそ、ここでしか味わえない Minecraft – Cobblemon – ポケモンの体験をお届けします！
,qusMP4Bj,,列車内の殺人ミステリーソーシャルゲーム
,py9uozed,,Horizons Project は rubius のために作成されたモッドパックです。他の人々も同じ体験を楽しめるように公開されました。
,y7tVcQjg,,狂ったグラフィックス、狂った物理演算、VRでもプレイ可能、完璧。あなたがTikTokで見かけた「狂ったグラフィックス」のMinecraftのように最適化しましょう。
,m2PsjPTL,,スーパーヒーロー、魔法、テクノロジーについてのモッドパック！
,B37WQ89b,,バージョン 1.21.1 | プレイヤー中心のVanilla+体験 |より良いMCの新時代！
,xlldJYiz,,あなたは探検中ですが、滞在場所が放棄されているようです。崩れ落ちる中で、アラスカの荒野で生き延びられるでしょうか？物資を集め、暖を保ち、クマの次の食事にならないようにしましょう。
,23niDfW7,,FlowstateのBetter Adventures+モッドパックの修正版。オリジナルの精神を維持しつつ、追加コンテンツ、機能、構造物を追加したものです。
,Qx4KOI2G,,[1.20.1] 現代のMinecraftバージョン用に再作成されたRLCraft！元のモッドパックの（ほぼ）すべての機能を含みます。
,fom4Ovsz,,NeoForgeベースの軽量Createモッドパック。スムーズな自動化ゲームプレイに最適化されています。
,1q7QX7Ne,,簡潔で究極の最適化モッドパック！すべてのバージョンで完全なクロスプラットフォームサポート付き。
,B3qfdQCh,,パフォーマンス向上、FPS上昇、ラグ軽減、スムーズなゲームプレイのためにMinecraftを最適化します。 1.21.9-1.21.10 ベータ版
,dYK1xPDO,,Forge 1.20.1用に構築されたホラーサバイバルモッドパック。ストーカー、住人、呪われた構造物、そして決して安全を感じさせない世界。
,PhgBGZtJ,,Createプレイヤーの夢のモッドパック。最適化モッドとCreateモッドのみ。
,ehPxCT2J,,[26.1 利用可能] このモッドパックでFPSを向上させ、ラグを減らし、ロード時間を短縮してリソースを節約しましょう！ローエンドPCに最適。余計なモッドはなく、純粋なパフォーマンス向上のみ。
,jMjQOK0C,,Minecraftの進撃の巨人！Shingeki no Craft：公式モッドパック！
,XAuN8CD3,,Minecraftのポケモン！このサーバーモッドパックでCobblemon Islandsで最高のCobblemonモッド体験を！このパックに含まれるサーバーにはEVERY Pokemonモデル、メガ、Zワザ、テラスタル化、レイド、遠征、デンなどがすべて含まれています！
,3W4mv2wu,,このモッドパックはHypixel Bedwars/Duels用で、よりスムーズなゲームプレイのためにFPSを向上させるのに役立ちます。
,JMy1PlL1,,ShalzのOne block survival Createシリーズで使用されるCreateモッドパック。
,WeGC6tLm,,コミュニティの主要なFPSブースターを満載したモッドパック。ローエンドノートパソコンやPCに最適。シェーダーを実行することもでき、ほとんどまたはまったくラグがありません。
