name,modrinth,curseforge,description
,pgzM6RBY,1085570,Pakiet shaderów dla gry Minecraft: Java Edition. Jest nastawiony na oryginalną estetykę.
,BkTdFBUU,813185,"Piękny, wydajny zestaw cieni do pastelowych kolorów z wieloma ustawieniami kolorów."
,CiFGzRV9,969143,"Pakiet shaderów stworzony, by ulepszyć grafikę gry, zachowując waniliowy styl."
,,273654,
,YU49BElv,676136,Prosty shader vanilla plus z odbiciami w przestrzeni ekranu! W wersji alfa!
,sAZ9WsJP,1159841,"Mroczne, napięte shadery, które połaskoczą twoje nerwy."
,e2fAZfFz,1016013,Zapomnij o nudnym wyglądzie waniliowych skrzyń — teraz zyskasz bardziej realistyczne tekstury!
,BUxf36AP,1113130,"Shaderpack o malarskiej estetyce dla osób, które chcą naprawdę grać. Przyjazny dla oczu i komputera!"
,4kHmJd4i,508365,Wydajny shaderpack ze świetną bezcieniową oprawą i obsługą PBR.
,yhuqxlbn,1038016,"Bardzo waniliowy, wydajny shader z aktywnym skalowaniem/filtrowaniem tekstur i opcjonalnymi cieniami. Subtelnie ulepszony waniliowy klimat z możliwością konfiguracji."
,Ah4Q0Hhi,1112674,"Shader sprawiający, że Minecraft renderuje świat wyłącznie znakami ASCII!"
,XaonJnsc,1167228,Retro shader dodający artefakty CRT oraz VCR/VHS.
,LTvf5Tji,1155908,"Edycja shaderów MakeUp - Ultra Fast, wysoce konfigurowalna, piękna i szybka!"
,lLqFfGNs,1110131,"Pakiet shaderów skupiony na rozgrywce, w półrealistycznym stylu."
,1BZ68dI8,1092607,Shader łączący wysoką wydajność z nowymi funkcjami i szerokim zakresem stylów!
,bNFqrJXS,996289,"Prosty, ale bardzo dobry pakiet motion blur o niskim wpływie na wydajność, ulepszający waniliowe wrażenia!"
,7eXucZxq,331780,Waniliowy Minecraft z odrobiną dodatków!
,D5k8BTVz,883885,Poprawia oprawę wizualną bez przeszkadzania w rozgrywce.
,BWnGghPW,1058040,Dodaje shader efektów telewizora VHS i nie tylko.
,tLyAc6iV,1086316,"Stylizowany shader, który nadaje grze retro wygląd!"
,Kqx96bgP,914435,"Energy Shaders dla Java. Waniliowy shaderpack Minecrafta, który zwiększa żywiołowość i estetykę gry, nadając jej zupełnie nowy styl. Nie wymaga Optifine/Iris!"
,hgAKxFQg,1078762,"Oparty na Complimentary Unbound, pięknie kolorowy shader Vanilla+, który poprawia wygląd gry, zachowując dobrą wydajność i waniliowy klimat."
,5aFJgbak,1091924,Dodaje Motion Blur w Minecraft.
,HpOC6pyc,665460,Shadery stworzone z myślą o pięknie.
,SvynK6FG,1109406,Zamienia świat w zimę.
