name,modrinth,curseforge,description
,XaDC71GB,936015,"Бібліотечний модуль, що забезпечує нові можливості конфігурації та покращення сумісності для світового покоління"
,YL57xq9U,993524,"Сучасний завантажувач пакетів шейдерів Minecraft, розроблений для сумісності з існуючими пакетами шейдерів OptiFine"
,cpRkny9R,331723,"Додано додаткові блоки/предмети, виготовлені з бамбука, сумісні з кузнею та тканиною"
,IAnP4np7,871698,"Додатковий модуль для Create, який забезпечує природне створення структур, що містять ранні пристрої та елементи Create."
,5lvjfaRs,882993,Видаліть непотрібну інформацію з екранів налагодження.
,mb68eIfx,545467,Дослідіть величезне і красиве село в небі!
,1W98a849,535291,"MCA Reborn — це модифікація Minecraft, яка значно розширює функціональні можливості жителів села, додаючи взаємодії, шлюб, успадкування дітей тощо!"
,ZP7xHXtw,833233,"Зробіть так, щоб пакети ресурсів завантажувалися у фоновому режимі, щоб ви могли робити інші речі, поки чекаєте!"
,3azQ6p0W,398502,"Додайте/закріпіть/закладіть певні світи, і вони завжди будуть у верхній частині списку та не можуть бути видалені."
,LN9BxssP,438332,Config Lib трохи полегшує роботу з файлами конфігурації.
,P2rffivS,312040,Моди ядра та бібліотеки для інших моїх проектів
,MI1LWe93,561625,"Мод, який повністю переосмислює оригінальний Кріпер!"
,MEbCLGFC,242436,"Додавайте, видаляйте та коригуйте властивості генерації руди за допомогою JSON"
,lWDHr9jE,686836,"Кардинально змінене покоління світу, додавши гори, підземні річки та багато іншого!"
,u4fsP72v,687086,Чи здається картина надто статичною? Спробуйте Funky Frames
,MdwFAVRL,687131,Моди Pokémon для Fabric і NeoForge
,lyvwxqAy,890301,"Всеосяжний мод дерева навичок, зосереджений на бойовій спеціалізації (кар'єра)"
,L1RT5SJc,377835,Додає шолом із щитком і броньований задній бак до Create Mod
,n1EbSfq3,820727,"Модифікація зброї, зосереджена на прогресії виживання, геймплеї та налаштуванні зброї!"
,OuVm7tLU,964594,Зробіть GTCEu сумісним з Nutrition (UEL)!
,aT8BzaOj,258587,"Предмети лежать на землі, дерево плаває у воді, каміння не горить у лаві, увімкніть правою кнопкою миші, щоб підібрати предмети,..."
,jUlR3XZM,591861,"Створіть тему, розроблену для квестів FTB, і її можна використовувати окремо або глобально. Висока можливість налаштування."
,yHf7SALy,652113,Прискоріть обчислення анімації сутностей!
,aEK1KhsC,391656,"🔆 Натисніть клавішу G, щоб максимізувати яскравість/гаму в грі та отримати ефекти нічного бачення."
,rEuzehyH,291936,Шукайте предмети в найближчих контейнерах
,VS1a14jA,941096,Підтримка поліморфів для Applied Energistics 2.
,5faXoLqX,520110,"Бібліотека модів, що містить нові події, помічники та утиліти, які полегшують життя моддерів."
,eEpWUjwq,506624,Допомагає істотам бачити на відстані
,qmCh2PxS,694349,Прикрашайте свій дім краще меблями!
,5ZwdcRci,686911,Прискорення візуалізації негайного режиму в Minecraft
,8oi3bsk5,513688,"Досліджуйте майже 100 нових біомів, що складаються з реалізму та легкої фантазії, використовуючи лише ванільні блоки. У комплекті з кількома захоплюючими структурами, які відповідають трансформованому рельєфу."
,p19vrgc2,854949,"Fusion дозволяє пакетам ресурсів використовувати додаткові текстури та типи моделей, наприклад підключені текстури!"
,AtB5mHky,945479,"Дозволяє побачити, чи гравець набирає текст, у графічному інтерфейсі користувача, у режимі очікування, з чудовими візуальними ефектами в грі"
,sH9tXU9f,840734,Закачування рідкого палива в полум'я пальника
,twkfQtEc,499980,"Динамічні пакети даних і реєстрації, дії жителів села, користувацькі маркери на карті тощо"
,r0v8vy1s,548115,Ефективне та незалежне від положення застосування пилу з червоного каменю
,Ha28R6CL,308769,"Це модуль, який підтримує мову програмування Kotlin для модулів Fabric."
,uLbm7CG6,527334,Скоротіть час завантаження та забезпечте резервну підтримку мов
,G6VHtQr4,463826,Бібліотека для обміну кодом між модами Minecraft.
,4fCwcdXD,299045,До містичного фермерства додано багаторівневі кристали.
,ziOp6EO8,693313,"Модуль бібліотеки, що містить загальний код для модуля Corgi Taco."
,EiEOyeoL,368718,Додано підтримку CraftTweaker для Just Enough Items
,yWSAtnfH,1084468,Меню замовлення сервера BisectHosting
,tTPzEplo,494133,"Комп'ютер, клавіатура, RGB, що ще потрібно справжньому геймеру? !"
,40FYwb4z,397876,"Основний модуль і API, які надають розробникам доступ до механіки польоту elytra через властивості сутності."
,z3TzcquW,925511,"Виправте візуалізацію малювання, покращте продуктивність і дозвольте власні моделі"
,bcOsQHnC,481655,"Мод «Жіноча стать» пропонує додаткові параметри налаштування моделі гравця, включно з унікальною можливістю додавати особисті штрихи до вашого персонажа."
,REH0O240,825617,"Зробіть сервери модів легшими для виявлення, знайшовши їх у грі!"
,eUbrlzyb,284523,
,ZsrrjDbP,953637,"Елегантний — можливо, ворожий — корабель, загублений у семи морях..."
,vvuO3ImH,394941,Гнучкий і розширюваний API аксесуарів/обладнання для користувачів і розробників.
,yD9qW65f,931925,Надає Embeddium/Sodium додаткові характеристики продуктивності та якості для більш витонченого досвіду
,P0Mu4wcQ,401236,"Додано різні скарби, які можна знайти під час дослідження"
,VZWuyRVr,441114,Надайте кожній зачарованій книзі в Minecraft унікальну текстуру!
,t5W7Jfwy,319596,"Дозволяє змінювати розмір більшості об’єктів, зменшуючи або збільшуючи їхні пропорції"
,e0M1UDsY,526606,"🎓 Collective — це спільна бібліотека для всіх модулів Serilum, що містить спільний код."
,Ib1hetHL,451558,Основний компонент усіх модів Lyøn Mods.
,edU0NbZZ,681606,"Додано молотки, здатні добувати в діапазонах 3x3, 3x3x3, 5x5x1, 5x5x3 і, зрештою, 5x5x5! Вони чудові."
,fgmhI8kH,623908,"Покращуйте та створюйте нові села та рейдерські форпости, які ідеально впишуться у ваш світ Minecraft."
,nkTZHOLD,704136,"API для підтримки різних завантажувачів модів, основа для таких модів, як Factocrafty"
,Fnrzx9Jl,676811,"Дозволяє розробникам modpack визначати властивості сервера за замовчуванням. Зазвичай використовується для таких параметрів, як тип світу за замовчуванням"
,JuksLGBQ,619986,Реалізуйте надзвичайно швидкі власні текстури графічного інтерфейсу на Fabric і Quilt за допомогою вбудованої підтримки пакету ресурсів спеціального графічного інтерфейсу OptiFine
,3mW8PdUo,646464,"Базовий мод, який відображає ваші координати на внутрішньоігровому HUD."
,gedNE4y2,658587,Додайте гравцям анімаційні ефекти
,FTeXqI9v,905861,"Create: New Age — це розширення модуля Create, яке додає інтеграцію з електрикою."
,2u6LRnMa,704113,"Кросплатформний API, який спрощує передачу та зберігання предметів, рідин та енергії, а також інші корисні функції для розробників"
,DPyowF4K,690674,"Розширення модуля вогнепальної зброї MrCrayfish, що додає велику кількість реалістичної вогнепальної зброї"
,fzSKSXVK,583228,Простий модуль для створення резервних копій за розкладом
,eNNKPxg3,913405,"Мод плагіна для Expanded Combat, що додає сумісність з Duskwood"
,r4Knci2k,906239,"Доповнення до модуля Create, додавання нових меблів."
,xSfkjdDu,377448,Літайте на інші планети і далі!
,qRidloO4,345023,"🥛 Дозволяє вівцям, альпакам, свиням, ослам, коням і мулам виробляти відро молока."
,J5CVo2fm,356349,"Мод, який виправляє деякі помилки копіювання."
,rOUBggPv,454372,"Основна бібліотека SuperMartijn642 додає багато базових реалізацій, що дозволяє використовувати подібний код між різними версіями Minecraft!"
,cKLIJfSz,605554,Новий біом на тему квітучої вишні з індивідуальними структурами та новим типом села!
,abooMhox,367178,"🌲 Використовуйте сокиру, щоб миттєво зрубати цілі дерева та гігантські гриби. Містить швидке загнивання листя та розміщення саджанців."
,o6qsdrrQ,927564,"Надмірно розроблений мод масштабування, створений Nolij"
,nrJ2NpD0,552277,Дозволяє контролювати та відображати музику у вашій грі!
,dCKRaeBC,912441,Неофіційний порт (Нео)Фордж Litematica. Мод сучасної схеми клієнта Minecraft.
,SFO4Ca80,525510,Додано деякі функції до серії модів Masa.
,lhGA9TYQ,419699,"Проміжний API, призначений для спрощення розробки мультиплатформенних модів."
,72GXx2MO,284324,Додайте емодзі в Minecraft
,TLZe11Uj,620928,"Fabric-версія Apotheosis портувала, модифікувала та розширила багато систем"
,KX1XC0Oo,915324,Formations Overworld додає масу нових структур до основного світу!
,TyTPFOiF,429926,"Зробіть знімок екрана гри, коли ви покидаєте світ або сервер, і відображайте його, коли знову приєднуєтеся."
,Tg5fXO1x,577850,"Додано різноманітні портативні верстаки, наприклад портативні столи для рукоділля"
,zFCKsjVY,901658,Динамічно візуалізуйте візерунки броні!
,2eT495vq,670986,"Мод продуктивності, призначений для оптимізації використання пам’яті Minecraft."
,FGlHZl7X,687497,"Попередник End Remastered, The Lost Castle, представив величезний замок. Всередині криються нескінченні багатства і таємниці давно зниклої цивілізації..."
,xl3myxch,550778,"Бібліотечні модулі, необхідні для всіх модулів ApexStudios"
,Lq6ojcWv,574409,"Enderman Overhaul додає понад 20 нових варіантів Enderman, кожен з яких має унікальні звуки, моделі та анімацію!"
,WXDvMkR5,429291,Вимкнути інтерфейс попередження налаштувань експериментального світу
,IKARgflD,458048,"Чи можна з'єднувати паркани по діагоналі? Зачекайте, це не законно."
,lo90fZoB,845831,"Модифікація деревних квестів, яка дозволяє авторам набору створювати та включати повні квести для гравців"
,VXgaJQ9n,386320,"Модуль на основі гри FPS A.V.A, додає вогнепальну зброю та інший контент"
,KuQueJOG,635510,Warden Tools додає нове спорядження Warden і повністю переробляє здобич Стародавнього міста.
,eXrl5E3G,656526,"Система виявлення блоків і елементів на основі даних. Відкривайте, досліджуючи!"
,DjLobEOy,626761,"Прикрасьте свій світ новими селами, форпостами грабіжників і навіть новими кораблями!"
,T3yEYSUT,880620,Основний мод для всіх пакетів модів Luna Pixel Studios.
,a7yNQPzW,579177,"Неофіційне розширення ProjectE, що забезпечує відображення EMC, більше способів пасивного створення EMC тощо."
,oHGMwNDR,809542,"Модуль розширення селян додає різноманітні типи селян, торговий вміст і вишукані робочі станції."
,WwbubTsV,374274,Ваш вибір буде поважаний.
,m3pkVbY8,857972,"Унікальний ящик, який автоматично збирає предмети, що випали поруч, дуже корисно!"
,PRHeWeBs,881586,"Створіть допоміжний модуль, зосередившись на блоках кінцевого стилю. Відчуйте силу Void Motors, Void Boxes і Void Tanks, щоб легко передавати силу обертання, об’єкти та рідини."
,EPteDGlY,438668,Додайте маркери до старих карт під час активації маршрутних точок
,ordsPcFz,351264,Додає завантажувач мови Kotlin і надає додатковий набір інструментів
,TaSmHw8V,904471,"Дратуйте своїх друзів, граючи власні мелодії на різноманітних інструментах!"
,OK421ZCh,682644,Bloom: вирощуйте квіти для фарбування або створюйте букети! [Тканина/Кузня]
,LPuJjiQz,890745,"Коли з’являється легендарний/сяючий покемон, надішліть повідомлення всім гравцям на сервері"
,Q3vyMuj2,353942,Утворює сніг під деревами в засніжених біомах
,Aqlf1Shp,889079,"API Fabric, реалізований на основі NeoForge"
,OoOVj3J3,323976,"Оптимізуйте моделі в грі, щоб досягти більш плавної анімації та детальних спецефектів"
,Nn8Wasaq,867099,Основна бібліотека модулів групи розробників HypherionSA та First Dark
,E9sX1ncV,256822,"Простий графічний редактор, який може змінювати елементи/блоки/сутності в поточному світі"
,sMHZd2kw,912104,"Зробіть розподіл усіх структур більш розпорошеним (по суті рідшим), покращте завдання дослідження/зменште відчуття повторення"
,Dd6vT4jF,933502,Розширте свій унікальний бойовий стиль і можливості зброї за допомогою Epic Combat Mod!
,38pHU3u5,409341,Індивідуальний портал: використовуйте будь-який блок для створення багатовимірного/одновимірного порталу
,J81TRJWm,416797,Ще один нудний бібліотечний мод
,G1hIVOrD,570073,Бібліотека ресурсів
,hIZHlLOF,890565,"Horror Mod: додайте монстрів, які переслідують вас"
,koiNUJ8V,613215,Активізуйте свій світ разом з тваринами!
,x02cBj9Y,615459,"Додайте настроюваний індикатор прогресу до накладення ефекту стану, що показує залишок тривалості"
,jorDmSKv,593981,Потужний факел: запобігає появі монстрів на великій території
,KhJx1K92,689943,"🎃 Тема жахів 2022: Допоможіть м'яснику з гарбуза! Містить спеціальні зустрічі, нагороди та битви з босами. Розбийте гарбуз, щоб породити його - пориньте в історію з цим модом у стилі Хелловіну!"
,s4OWxYQQ,855414,Класична RPG Magic Mod (залізна магія та книга заклинань)
,SwolYSb8,502786,"Розширюйте кінець унікальними способами: складні біоми, істоти та матеріали (він же «просвітлений кінець»)"
,XpzGz7KD,876199,"Настроювані надкрила: підтримуються прикраси, візерунки прапорів тощо!"
,mnLFouB0,916493,Підводи та плуги тепер підтримують 1.20!
,eWX2m1eM,870250,Неофіційний порт 1.19/1.20 модуля Eidolon
,1OE8wbN0,665526,"Бібліотека функцій кольору: надає різноманітні функції, пов’язані з кольором, для залежних модулів"
,9s6osm5g,348521,Бібліотека конфігурації Minecraft Mod
,fRiHVvU7,580555,Комплексний і простий у використанні засіб перегляду предметів і рецептів
,cMppH5SJ,225635,розширення сільського господарства
,uEfK2CXF,240630,"Розширення JEI: додайте деталі про істот, покоління світу, жителів села тощо!"
,hI3Tmydh,707734,Додавання слизових ляльок в MC - хороший помічник для пошуку слизових блоків!
,F33t24Wi,418915,"Настроюваний модуль генерації структур, додавання святинь, храмів, будинків та інших споруд (версія Forge)"
,iu1jkWqa,260912,Високооптимізована конвеєрна система передачі предметів/енергії/рідин/інформації
,kU1G12Nn,439890,Створити дочірню компанію: підключення систем живлення та кінетичної енергії
,yM94ont6,353890,"У разі збою ви можете повернутися до інтерфейсу заголовка, щоб продовжити гру без перезапуску та оптимізувати досвід збою"
,JMOE5Khs,282613,Потрібний API для імерсивних залізниць та інших модів поїздів
,ErpAAAaf,510974,Уточнена взаємодія предметів
,Xg35A4rS,239197,"CraftTweaker дозволяє модифікувати пакети та сервери для налаштування гри: змінювати рецепти, писати сценарії подій, додавати команди та навіть змінювати властивості елементів!"
,DghO0R02,383129,Connected Glass: нещодавно додані типи скла зі зв’язаними текстурами!
,HMNV4z01,560323,"Виправте проблему блокування, спричинену MC-246262"
,KNUSlHiU,666941,"Ви навіть не підозрювали, що тризуб можна використовувати таким чином!"
,jawg7zT1,594750,"Dust Mod: генерує частинки білого попелу в базальтових дельтах під землею, щоб імітувати пил!"
,xDjN28OB,469658,Модуль аксесуарів Origins (на основі оригіналу)
,kYq5qkSL,310205,Змініть повноекранний режим на вікно без полів
,POQ2i9zu,551364,"Воскресіння забутих істот, які втратили голосування істот, розширення оригінальної концепції та додавання ванільних функцій. Містить: мідний голем, краб, бурчання, мухуа, льодяник, порушник спокою, туфовий голем, лісовий вогонь, ілюзіоніст, зомбі-кінь"
,DFqQfIBR,297038,Повністю налаштуйте відображення статусу гри в Discord!
,uWrs8XlB,652202,🔧 Додайте практичний і цікавий вміст у Create
,6FtRfnLg,663658,Майнкрафт симулятор польоту надкрила
,6AQIaxuO,455982,Що це за біса?
,HyKmtI3L,551140,"🔨 Усі предмети, що містять метал, можна переробити на сировину на плавильних заводах"
,FYpiwiBR,913445,Конектори інтегруються зі сторонніми API
,QIt10I7z,920423,Підземелля та таверни: окремий спін-офф оновленої застави грабіжників
,FxXkHaLe,856548,✨ Захищайте та зцілюйте товаришів по команді як паладин або священик
,HUVG5gEu,940827,"Додано різноманітні унікальні тризуби, які можна синтезувати, а також колючу зброю, таку як списи та гарпуни!"
,rrwQMaWQ,510234,Практичні інструменти камери
,2ecVyZ49,537533,Прискорення завантаження світу
,ftdbN0KK,615134,Bad Packets підтримує пакетну передачу даних між різними платформами модулів
,Yd4wb5wZ,574913,Додайте нових друзів у свій світ!
,SNIKP4CT,915336,Додано різноманітність кажанів і унікальний лут на Хелловін.
,jhxX1zVW,282837,"Цей мод додає шахтарів, схожих на BC Quarry."
,K01OU20C,318449,"Простий, модульний і надзвичайно швидкий API для додавання даних."
,iJNje1E8,308663,Не чарівний мод · Гравітація та накопичення снігу · Засніжені блоки · Регульована фізика снігу
,ox3rDp1B,403858,"BedrockIfy — це модуль Fabric, який трансплантує корисні функції з Bedrock Edition у Java Edition."
,gMWAhU1n,794452,"Куб, який одночасно є декоративним і функціональним!"
,nBaXIQY9,877553,"Досліджуйте нові кінцеві біоми, заборонену магію та інший божевільний контент."
,w7ThoJFB,574741,Підтримує необмежену кількість настроюваних модулів масштабування перспективи.
,Kn7xyQ1v,631098,"Модуль розширення печери включає нові екологічні домени, істот тощо."
,KdJhOYVV,569737,До світу додано стародавні руїни.
,EOig9U0j,666940,Все ще торгуєте вручну? Нехай ці ледачі свині зроблять роботу за вас!
,7YM5AXYm,952356,😍 Видалено час відновлення під час залучення тварин їжею.
,AWGqBEjs,78726,"Мод на тему пригод, натхненний One Piece"
,2SpZYGNn,358877,"Мод Industrial Rebirth пропонує унікальний досвід із новою технікою, силовою бронею, інструментами, генераторами тощо!"
,rLLJ1OZM,237749,Файли спільної бібліотеки для модулів серії Corosus
,gF3BGWvG,636608,"Додано функції території блоку та команди гравців, сумісні з міні-картою Xaero"
,kt3BLgXB,703792,Досліджуйте унікальні структури та нові біоми кожного екологічного домену в Нетері.
,VsM5EDoI,382216,Основна бібліотека модулів серії Abnormals
,UiFDlI7w,566142,"Сани, блоки на різдвяну тематику та штучний інтелект селян"
,fRbqPLg4,385463,Бібліотека Fabric для допомоги моддерам у використанні шейдерів
,eA8SXqWL,363949,"Фантазійний вимір, наповнений бджолами - крадіжка меду призведе до люті зграї!"
,SJUXA0ne,276829,Понад 200 варіантів натискних плит на основі ванільних блоків.
,4H6sumDB,915902,"Пакет розширення додаткового освітлення та тіні, що надає додаткові спеціальні ефекти та налаштування."
,Tkikq67H,659110,Unexplored Land: всеосяжний інноваційний модуль надземного/нижнього світу з понад 70 новими екологічними областями.
,BVgHoKxg,871962,Розширення Sniffer beast: додано екологічний домен стародавньої печери та пов’язану рослинну систему.
,1eAoo2KR,667299,Бібліотека конфігурації Minecraft на основі режиму конструктора.
,b5GyyYkp,395547,Додано підтримку слота для аксесуарів для Totem of the Undying (раніше відомого як Talisman of the Undying/Аксесуари)
,Z2mXHnxP,1015118,Повний ремейк Nether Fortress!
,AVq17PqV,686435,"Листя швидко зникає після вирубки дерев, висока продуктивність і сумісність з іншими модулями."
,reCfnRvJ,913587,Неофіційний мультиплатформенний порт динамічних світильників LambDynamicLights.
,DT56YDir,593958,"Посилюйте систему чар! Усю інструментальну зброю можна зачарувати, а необмежена кількість арбалетів/грабіжницьких тризубів чекає на вас."
,1IjD5062,531351,Модуль Fabric для реалізації ефективного з’єднання текстур
,DWIEOniQ,284497,Повністю настроюваний мод реактивного ранця FE Energy!
,GchcoXML,581495,Неофіційна FML-сумісна версія Iris Light and Shadow
,wGoQDPN5,667903,Універсальний модуль Minecraft VR для всіх платформ!
,US6QuKdU,858101,"Виправлено проблеми журналу оновлення екрана та збою, спричинені повторюваними UUID об’єктів."
,qOQALrK4,676174,"Виправлено легкий модуль, який викликав аномальне значення досвіду після міжвимірної телепортації"
,9eGKb6K1,993039,Увімкніть голосовий чат у грі!
,JtifUr64,1015155,Під час входу в екологічний домен/вимір відображається назва в стилі епічної рольової гри!
,b6GPgDjM,758284,Додано мідну броню та інструменти у версіях 1.16-1.20.
,CdvG2fsN,237065,Дозволяє вільно додавати елементи та блоки
,QAGBst4M,495476,Чому вони називаються головоломками? Ось де криється головоломка!
,1Zu0uTEE,233105,Основна бібліотека серії модулів McJty та romelo333 (RFTools/XNet тощо)
,fPdy2fCM,282947,"Перероблений модуль, який відтворює контейнер Craftsman's Heart у формі слота для аксесуарів"
,Sjzdj2cy,446870,Додано карти необмеженого діапазону
,ydZic5r4,513689,"Зробіть так, щоб предмети плавно рухалися всередині контейнера"
,2xZPITh8,396234,У гру додано систему паролів свинарника
,mCkStePk,356483,"Загадковий допоміжний модуль для сільського господарства, додавання культур/есенції з інших ресурсів модуля (докладніше див. список підтримки)"
,NoznOJXq,345298,"🕷Павуки регулярно створюють павутину, коли гравці знаходяться поруч з ними"
,MVARlG2f,968868,Комплексна бібліотека підтримки навантаження для модульних модулів
,1tlg2wSc,257573,Додано сучасні/футуристичні/фантастичні декоративні будівельні блоки (легендарне продовження Ztones)
,EC41AOIq,235670,Короткий ремонт інтерфейсу в стилі RPG/MMO з можливістю налаштування
,Z6clHfIZ,542110,Дозволяє кораблям робити невеликі стрибки для полегшення навігації
,ykSfIgTw,415681,Прикріпіть паркан декоративними ланцюгами!
,rJAbxpMf,709188,Виправлено MC-59363 (клацання поля предмета може призвести до зникнення портативних елементів)
,btOqFB3N,599116,"Додано рівні складності атаки, елітних монстрів лиха, покращені невмирущі тотеми та багато іншого!"
,T8MMXTpr,448311,Додайте звукові ефекти до капаючих частинок
,MBAkmtvl,531761,Бібліотека шарів абстракції Blay для мультиплатформених модулів
,zJpHMkdD,332273,Досягніть плавної телепортації та прозорих торцевих дверей
,bb2EpKpx,845833,Модуль системи об’єднання/команди для спільної роботи серверної команди!
,CVT4pFB2,938643,Бібліотека відтворення фонової музики на основі OpenAL
,6iTJugQR,896746,Різні зміни оригінальних блоків
,P5Jjjezm,627196,Дозволити показ елементів інвентарю в чаті
,VJkx9nDN,811662,Магія та багато іншого! Мод розширення Spell Engine
,TQyaHwzF,412225,області збирання врожаю
,M1953qlQ,714059,"Resourceful Config — це модуль, який дозволяє розробникам створювати міжплатформні конфігурації"
,sk9rgfiA,908741,"Потужний модуль оптимізації продуктивності клієнта NeoForge із відкритим вихідним кодом, зручний для модифікації"
,6L3ydNi8,390717,"📦 Надайте настроюване стартове обладнання, предмети та/або ефекти зілля для нових гравців. Можна перезаписати початковий інвентар або додати елементи пізніше. Сумісний з островами команди FTB."
,F5ao3BYo,862001,"Додає в гру красиві кристали, кожен з яких має ексклюзивні інструменти та броню"
,onSQdWhM,679177,Графічний інтерфейс/бібліотека конфігурації для профілів запасів Далі
,1s5x833P,851046,"Модуль для запобігання шкоди світу, викликаної помилками обчислення ігрових тиків"
,rv1sovni,543610,Додано дерев’яні варіанти до різних декоративних блоків і представлено більше нових типів блоків!
,3b1CFIR5,686434,"Проста і компактна панель відображення біологічних атрибутів, підтримує високий ступінь налаштування!"
,RQ7OrTFx,883585,"Модифікації, які додають більше деталей до Forge і Fabric"
,MJX7HTHx,348025,Додайте у свій світ більше небезпечних монстрів на тему паразитів
,nU0bVIaL,393236,"Надає просту у використанні, керовану даними та вільну від залежностей систему документації для розробників модів Minecraft та пакетів інтеграції."
,WOg9lm4u,523860,"Вербуйте та командуйте жителями села, керуйте армією за допомогою налаштованого графічного інтерфейсу, підтримуйте дипломатію PvP і командну систему, усі функції можна налаштувати"
,7zlUOZvb,817423,"На основі Geckolib, але тепер налаштований відповідно до індивідуальних потреб"
,VRLhWB91,629153,Додайте оригінальний стиль доріжок і бруківки!
,MMMWYsjm,463703,"Корисні предмети, блоки та інші функції"
,mPND0Adp,846962,"Мрієте про ідеальну вечерю в Minecraft? Мод «Вечеря при свічках» надає все необхідне, щоб це сталося"
,kkmrDlKT,563928,"Бібліотечні моди, які додають біоми простим і сумісним способом"
,jJfV67b1,331936,Легкий бібліотечний модуль
,xcurJ341,229595,"Модулі серії MattDahEpic мають спільну кодову базу, включаючи практичні інструкції"
,2EQER1gD,968119,"☠️ Станьте лицарем смерті та використовуйте магію зла, крові та морозу"
,R5T1RmWr,316881,Додано підтримку слота для брелоків для коробки shulker для керування доступом (оригінальний модуль Curious/Trinket shulker box)
,tagwiZkJ,397434,"Вирішуйте конфлікти рецептів! Ручний вибір вихідних результатів, якщо доступно кілька рецептів"
,GmwLse2I,453925,"Додано нові паркани, стіни та ворота у стилі ваніль!"
,R2OftAxM,398521,Зворушливе розширення для фермерства та кулінарії!
,J31lhO5V,661111,Fabric/Forge універсальний небесний кастомний модуль
,gJ5afkVv,905040,"Розширене оздоблення для сучасних інженерів Create, подвійна версія Fabric/Forge"
,wLINU2AB,478559,Використовуйте рулетку для вимірювання відстані
,piqpXT8s,950005,Капітальний ремонт села Ліо - вливання сучасного життя та життєвих сил у село
,GmjmRQ0A,659674,Оптимізуйте логіку автоматизації Farmer Lay’s
,i7UykFeR,836353,Високопродуктивний модуль вогнепальної зброї з відкритим кодом на основі Vic's Modern Warfare
,lL2MtE37,261251,Локалізовані звукові ефекти wier monster і ender dragon death
,lX1xTFBZ,682565,Зілля важко відрізнити? Цей мод допоможе вам її вирішити
,QwxR6Gcd,596224,Виправлено помилку Minecraft в офіційному трекері помилок
