name,modrinth,curseforge,description
,Bod7oeB2,643512,Спеціальний для PVP набір інструментів для рольових ігор з мечами (включаючи спеціальний перехрестя)
,GJ4GGBq6,689285,Офіційний пакет HD-текстур для модуля NBArmors тепер містить 55 комплектів HD-обладунків
,mh9nQqo4,881633,CC:Tweaked — римейк у стилі механічної потужності
,zrzYrlm0,811803,Ворожі істоти вириваються з-під землі або з'являються з повітря!
,kl640Av3,652685,Додано зоомагазин у селі RS!
,P5wB88AS,554331,Додайте Farmer's Joy до реконструйованого села
,7z5vv7za,686611,Змусити руду світитися в темряві
,DCHWs5EF,499464,Зробіть Bare Bones сумісним із пакетом текстур Fresh Animations
,a2GCqbko,883459,Пакет даних сумісності для модулів CTOV і параплана
,Z9UclEVT,704941,Додано рецепт столярного столу для BetterNether
,O7z3QKAG,422346,Додайте дизайн значків до кількох систем гри
,qfYE1L5z,662592,Додайте рудам сяючі контури! Сумісний з більшістю пакетів текстур!
,3xf3eGxN,390367,"Саундтрек Pokémon mod, створений Крісом Геддесом"
,kJix7Q1N,887445,Кінцевий вимір покращено!
,S2Zdxlhc,951803,Міні-модуль заміни мушки
,RbDebQrR,1014677,Невелика сумісна колекція модифікацій Stoneborn UI
,ZTdGFilE,1038940,Набір текстур Better 3D Craft: додано понад 70 нових 3D-моделей блоків/предметів
,udpUpENa,956447,Відновити кольорові межі блоків до кольору за замовчуванням
,1PGegzf5,911408,Пакет матеріалів для покриття інтерфейсу верхнього рівня
,XSPvBAGx,554361,Створіть будівлю Legend of Ice and Fire у селі RS
,WbANFu9v,775765,Шрифт The Legend of Zelda The Wind Waker
,ESu26zW9,332329,"Відновити стиль MC, зберігаючи традиційний шарм? Пакет текстур CreatorPack HD вас задовольнить!"
,uefkcaqY,920589,Механічна потужність стиль прогрес знак стиль
,KEtTF8II,847523,Нова панорама з підтримкою світла та тіні
,FRSckbRo,336686,Класичний стиль MC з інноваційними 3D-моделями
,L21ipgCe,892905,Заміна золотих карт на кольорові версії для моєї колоди таро
,mC2IML84,877191,До підказок елементів додано піктограми значків і кольорові мітки
,Symh7COQ,468836,Створений пакет текстур для мережі зберігання даних: замінює текстури модуля мережі зберігання даних Лотразара на стиль механічної потужності Simibubi
,8PxXQiGm,649817,Курники тепер можна створювати в селах RS! ! !
,E4PmmlqX,333412,"Сільський, але класичний"
,S313KZR3,905155,ChoiceTheorem Village Overhaul Compatibility Data Pack with Monobanks Mod
,C5cIabB8,222097,Реалістичні тони та випадкові варіації блоків надають MC більш органічного відчуття
,A8aBf1Xa,451763,"Пакет текстур PBR/POM HD, який зберігає оригінальний стиль"
,L0iIXINl,882877,Елегантний шрифт MC для індивідуального дизайну
,ZyLGK5YD,973588,Елемент/блок/графічний інтерфейс із роздільною здатністю 32x32 для мода Mechanical Power (Create)
,DERCGCA3,888288,"Цей пакет ресурсів ідеально доповнює мод Loading Backgrounds, зокрема додає екрани завантаження, пов’язані з будівлями."
,zREUZ4Cs,683155,Додаток Lush Foliage для Whimscape
,fUawEtti,964322,"HD-текстури 32x32 для предметів, блоків і графічного інтерфейсу мода GregTech/GT"
,KP2WhfaM,316946,[Оновлено] Стань людиною-мурахою!
,vqrI97xw,952112,"Текстури 32x32 HD для предметів, блоків і GUI мода Terra Resurrection"
,rox3U8B6,327786,Майнкрафт текстури в стилі рекламного відео
,9nStzADg,858982,Дозволяє створювати покемонів різних розмірів (потрібно встановити мод Pehkui)
,cWBm5y89,1096434,16x Mini Resource Pack: забезпечує базову сумісність для Ashen 16x і Eldritch End
,f9KJTi50,263638,Вимкнути фонову музику для головного інтерфейсу (заголовний екран)
,ur1ZuVtB,1096438,16x Mini Resource Pack: забезпечує базову сумісність для Ashen 16x і Better End
,R4g9Nf07,593570,Пакет текстур PBR: перетворюйте стиль піксельного мистецтва на округлий тривимірний ефект
,8bf2GogI,855152,"Зберігаючи оригінальний стиль, різні елементи були значно оптимізовані, модернізовані та відремонтовані."
,BcyGAwlg,860903,"Текстурний пакет, що покращує текстуру модуля ""Roadstone""."
,9D4BBjDX,855573,Отримайте блискучі 3D-ефекти руди без шейдерів
,WQ8xE11Z,690393,Змініть стиль підводного монумента RS на Better Ocean Monument
,7FPKQLzr,871465,Сяюча динамічна руда (підтримує 1.16 до останньої версії): сяйво вночі та темні ефекти
,Srw5RQ6k,513425,"Пакети текстур для людей, які ненавидять паки текстур"
,rpaqVyiI,1028445,Спеціальна модель істоти Ashen сумісна з Fresh Animations від Fresh__LX
,eddq8rrf,683123,Додайте нові породи котів і оптимізуйте реалістичний вигляд існуючих котів (підтримка Optifine/Fabric)
,TghJ0CEU,957898,Анімації гравців були повністю перероблені та оживлені!
,FXw3rwS0,836124,Зменшити звукові ефекти при натисканні меню
,6seZEdkp,846549,Перероблений графічний інтерфейс Minecraft | Світла тема
,ruIZ2s2r,522485,"Зменште насиченість дощу, щоб зробити його ближчим до реалістичної сцени дощу з сірими тонами (особливо підходить для використання з шейдерами)"
,LSmohupN,864112,16x середньовічний фентезійний стиль Minecraft
,BY2ksJHF,351975,32-кратний набір текстур у стилі пригодницької теми
,lxdu8mT0,820784,До моду Cracker's Witherstorm додано текстури Story Mode
,xGCng9FL,776419,"Створіть стильний Том, просте зберігання"
,RPrIU0O0,1068288,Тепер котики будуть ще чарівнішими! Але все одно гармонійно співіснуючи з оригінальним стилем...
,QSKCFxWX,893328,Доповніть саундтрек Minecraft втраченою ностальгічною музикою C418!
,bY6ifSOi,538478,До зачарованих книг додано текстуру країв мінералів/дорогоцінних каменів (тематичний ефект візуального зачарування)
,itBxlKsu,858848,Покращуйте візуальні ефекти кінцевих міст за допомогою модів BetterEnd
,8Xv7wkWd,844259,Досліджувана напівзакопана фортеця в джунглях (включно з наземними вежами)
,olO1TaXd,785390,"Реалістичні текстури, налаштовані для шейдерів (збереження оригінальних тонів)"
,XFnaXwdB,759452,Різкий технологічний стиль RPG шрифт
,Kit8I4Pu,825997,
,hJAzl1Bs,326818,Стиль епічного середньовічного фентезі
,O7XvzQkN,1028450,Додано підтримку різних модів спільноти для Ashen 16x [Застаріле]
,PFPUNiJp,426352,Лід і сніг зима пакет текстур!
,GalExSh7,384081,"Golden Days Alpha: відтворіть класичну альфа-версію кольору трави та листя! Вимагає використання з Golden Days Base, щоб знову пережити досвід Альфа в сучасному MC!"
,p7P0HjJw,878428,Пакет даних про сумісність ChoiceTheorem Village Overhaul із модами Savage та Ravage
,73G2oXxA,893171,Спеціальний пакет текстур для PVP (1.16 найновішої версії): перероблено повний набір текстур броні та нетериту/алмазу/заліза/золота/ланцюга/дерева/каміння
,ia2umfZR,399487,[1.7-1.19] Справді прозоре скло!
,ti4S0dP0,305952,"Набір матеріалів у стилі пікселів, створений Jakob.zero, базується на багаторозмірних шаблонах блоків, що підкреслює унікальний шарм світу блоків."
,AdXxxPfs,758265,Піксельні текстури EnhancedVisuals (ближче до оригінального стилю)
,oUSJyuav,656215,Оновлення реалістичності сільськогосподарських тварин
,5cWrW4FI,834273,Модуль Croptopia та пакет даних сумісності CTOV
,a84VJ7Y9,771370,"Простий пакет текстур, який перетворює панель досвіду на кольори веселки"
,E8fGzGhh,616586,"Новий пакет текстур PBR/POM: додайте деталі, зберігаючи оригінальне відчуття пікселів"
,TjOXlt9Y,885553,Оригінальна підключена текстура + підтримка Fusion
,beHlML1z,955645,Заміна PVP на перехрестя (змінити оригінальний стиль перехрестя на PVP)
,EkrInWCl,350660,Темний інтерфейс завантаження та елементи GUI (оптимізація захисту очей)
,PsMUgCo5,622551,Найбільший і найуніверсальніший набір текстур Skyrim
,uJ0YMl4f,547822,Змініть стиль RS Fortress на Better Stronghold
,7DqvgzpQ,836155,Пакет 3D текстур в оригінальному стилі (без руйнування традиційного піксельного відчуття)
,CjZB9nf0,836909,Додайте підтримку елемента події для АБО
,R2M9Yj9d,354421,Пакет ресурсів на зимову/різдвяну тематику від Vanilla Additions
,re5yGOyz,679166,місяць.
,uPCMwj7H,928023,Використовуйте культури Cobblemon (шишки/плоди дерев/коріння/трави тощо) у горщиках для рослин
,6ZymelzH,993307,"Модуль ""Skyland"" повторно текстурує та адаптується до пакету текстур Excalibur від Maffhew"
,H0lxoIBE,904898,Добудова альтанки до селища Перепрофільованих споруд
,uvpymuxq,380969,Високопродуктивна оптимізація зовнішнього вигляду листа (висока сумісність модулів)
,iunZDj0l,869986,Модуль Beautify і пакет даних сумісності CTOV
,eN2UAbCS,355140,"Варіантний набір текстур Vattic Faithful 32x (зберігаючи оригінальний стиль, але вдосконалюючи його)"
,pMLZzzF5,858433,"Всім привіт! Пакет текстур, представлений цього разу, може покращити чіткість ігрового екрану."
,lUrFvZH1,470652,Приголомшливий 32-кратний набір текстур PvP Celesta переносить вас на поле бою за допомогою чистих інновацій і занурює вас у світ неперевершеного досвіду PvP!
,ZVTx4h1P,554341,Покращуйте свій досвід RS за допомогою модифікацій печер і скель
,cwUMcX8W,687374,"Мета полягає в тому, щоб видалити всі графічні інтерфейси в темному стилі (включно з оригінальними версіями та модами)"
,6NpNU321,626693,Зроблено створення будинків Advanced Peripheral Mod у селах RS
,7vT7Bwz9,837728,"Заснований на моді кращої пустельної фортеці Юнга, додаючи до світу гігантську фортецю в джунглях!"
,ctsYF3nI,972258,Покращення оригінального нудного вигляду вовка!
,DasdQ0y9,465262,Додайте детальні моделі та анімаційні ефекти до яєць дракона
,9M4nfwjl,637986,Пакет посібників першого покоління повертається у славі
,hFoOkEdk,509339,Перетворіть своє ліжко в більш розкішний і чарівний стиль!
,quMLCyp9,886331,"Ми створили стандартний пакет ресурсів, який містить зображення гри, але його можна легко налаштувати, просто замінивши зображення"
,Dp3twuO6,977843,Альтернативні 3D моделі зброї для Mine Cells
,FsygnwFm,422825,Пакет видимих мінеральних текстур покращує ефективність видобутку шляхом виділення руд
,Grn2JrYW,554344,Зроблено генерацію будинків із заглибленням у селах RS
,PXOlmnke,821245,Селян тепер можна водити на повідку!
,TM94CBvz,990393,Покращіть оригінальний монотонний вигляд оцелота!
,wKu40yBb,876714,Зменшити візуальні перешкоди полум'я
,ZemCyvLM,959646,Пакет ресурсів у сучасному стилі GregTech
,wmXxr9ku,859798,Замінено оригінальний приціл на сучасну та кращу версію
,BFzJ6aQL,384081,Пакет ресурсів Golden Years відновлює текстури/освітлення/імена/звукові ефекти старої версії MC
,lP7OH3rE,859808,Перехрестя в стилі снайпера замінює оригінальне перехрестя
,NlV6RQjs,335761,Пакет текстур у стилі аніме
,ItHr72Fy,572892,Досягнення ефектів повної яскравості в Na/HD Restoration/Original
,nXngdyOv,554338,Перетворіть хатину відьми RS на стиль Хекерей
,CdRC4fyI,628469,Розширення сумісності між Nongfu Leshi та CTOV
,nELgl6gi,948934,Відновити текст DarkRPG до мови оригіналу
,eshAdv4B,643669,Спеціальний графічний пакет Pokémon
,9aE6Ib8a,943817,Зменшіть візуальні перешкоди дощем і снігом
,hl0bs6jf,821708,Додайте вежу чарівника до села RS
,sPT9u2eL,665218,Додано варіанти кольору шкіри/кольору очей/кольору брів для жителів села
,ZpBKASR2,478165,Додайте впізнавані власні текстури до зачарованих книг за допомогою технології CIT
,6DwvxSMP,585361,Показати здоров'я гравця та істоти!
,UiaFErsS,872654,Переробка села ChoiceTheorem із пакетом даних про сумісність Villager Enhancement
,yiTthr0O,918450,Зробіть Sword of Mana сумісним із пакетами ресурсів Fresh Animations
,d1nRD7RG,342663,Патч для Programmer Art Texture Pack
,JEZ93XXG,551139,Мультфільм 8x8 пікселів свіжий оригінальний стиль!
,jjGcjeIR,886426,Майнкрафт версія задньої кімнати
,wFLeBRkG,503839,Зовнішній вигляд у стилі каменю з малюнком для модуля прогресивної пластини
,Bw7Oyi0i,1096464,Запровадити базову сумісність між Ashen і Regions Unexplored із роздільною здатністю 16x
,slufHzC2,990406,Пакет ресурсів для анімації гравців EMF додає чудові рухи гравцям і сумісний із виразами Quark/навичками паркуру/NEA та іншими модульними анімаціями
,Keq5OmV7,858850,"Зробіть зовнішній вигляд кінцевого міста таким чином, щоб він відповідав оригінальному стилю"
,kWgq7eAt,391858,"Ідеальний відтінок, якого ми заслуговуємо!"
,50Rh3CqF,657574,Додайте унікальні текстури до кожної зачарованої книги (підтримує безліч модів)
,meCkzj8O,851479,Високоякісний пакет ресурсів для додавання світла й тіні до панорами 1.18 | Підтримка повної версії
,Lle48EBp,393001,Додайте штрих до руди (версія Faithful x32)
,8zPEQCkL,229122,Рожеві квадрати містять безмежні можливості!
,d3JOyUGH,878413,CTOV і BYG сумісні пакети даних
,ZrnmXWf6,896735,Додано сумісність із свіжими анімаціями для більшої кількості модифікацій біоморф
,3gQXrsPx,554485,Слухайте музику за допомогою модулів Etched у RS Village!
,6PJbKvJH,834282,Розширення сумісності між Chef Lay’s і CTOV
,7YjclEGc,831385,"Сутності та предмети, такі як факели/ліхтарі, будуть світитися! Діє лише на стороні сервера!"
,e2fAZfFz,1016013,"Попрощайтеся з монотонними скринями оригінальної версії, тепер із більш реалістичними текстурами!"
,ZMcqgmIV,663050,Подивіться на здоров'я будь-якої істоти...
,tqtqwUe3,694918,Додано хатину збирача BYG у селі RS
,qbxgGjQ6,737167,Зручний для читання гладкий сучасний RPG шрифт
,NzaimZYw,888328,"Обов’язкова річ для любителів океану – екран завантаження гри на тематику океану, налаштований для завантаження фонових модулів"
,sDzgzRzB,554354,Перетворіть RS Outpost у жорстокий та грабіжницький стиль
,50akz7zH,906447,
,OyWCbj0l,564189,Міні-інструмент для PVP-зброї (включаючи перехрестя PVP)
,LJazX7OI,947578,xali fan expansion pack для текстур зачарованих книг
,6udpuGCH,639779,Унікальна зачарована книжкова текстура!
,6GgEjSHS,322713,До кінцевих порталів і очей Ендера додано дивні випадкові миготливі ефекти
,kS4FsCxd,859499,Перетворення музичних записів у формат касети
,a5ESRz6Q,825234,Додано нові будинки та робочі місця до RS Village!
,IjeNkkG5,858484,Нові звукові ефекти для дощу та грому
,ZbZNRA1g,882133,Нова інтерпретація класичного BOSS
,qaTINtKD,909754,
,BORRKwOq,870000,Пакет даних сумісності для модів ChoiceTheorem Village Overhaul та Domestication Innovation
,ivApM40Z,554363,Нехай структура RS генерує блоки середовища
,S1rcrDD7,442365,Плавно поєднуйте безліч оригінальних текстур!
,UsixlLlt,385666,Новий дизайн перехрестя Minecraft
,VYltvPuN,548717,"Відображає предмети, випущені блоками під час неточного збору. Сумісний з усіма пакетами ресурсів!"
,mWmuC2TQ,326778,Використовуйте нові текстури Minecraft на старих версіях!
,ARf3yR3v,1096521,"Пакет ресурсів із роздільною здатністю 16x, що додає сумісність із Ashen 16x і Visuality"
,IUJGdLaw,627173,Пакет ресурсів для капітального ремонту графічного інтерфейсу на тему милої квітки
,BcDJfnX2,504003,Замініть традиційні тотемні текстури дизайном на тему аксолотля
,u5lozjSP,977313,Куб рослинності
,oYrEfh82,849740,Зробіть мінерали сяючими та більш помітними в темряві (ефекти світіння/видимості/самоосвітлення/штриху)
,8tVJRgvq,351202,Оригінальний ремонт у зимовому стилі!
,GOMwBq8d,926608,"Налаштуйте насиченість дощу physicsmod, щоб зробити блакитний колір м’якшим і ближчим до сцени справжнього дощу"
,ZM5PH9W6,412189,Чудовий графічний інтерфейс і HUD - темний режим/стиль 1.8/адаптація 1.19+/конфігурація Respackopts
,yopVn4E8,580181,Покращена версія оригінального шрифту (роздільна здатність 32x)
,tEzYpIwc,807817,Додавання естетики стилю Create до модів Eureka
,gfr4403r,408801,"Пакет ресурсів, який робить рамки предметів невидимими"
,5QsxmK1S,813415,"Колір водойми змінюється разом із біомом, покращуючи єдність ландшафту"
,VDTtLGSV,969926,Додайте диференційований вигляд зачарованим книгам!
,890hHez9,834277,"Багатий модуль і пакет даних, сумісний із CTOV"
,asD9taD4,1006193,Неофіційні виправлення помилок і патчі сумісності Excalibur
,bsBedndu,857188,1.20 Світловий ефект візерунка броні (сяючий/видимий/самосвітиться/штрих/1.20)
,6lrP7ALa,592525,"Стандартний пакет ресурсів LabPBR, видаляє вихідний текстурний шум"
,vZ8CfI8h,925115,Додано розширений пакет даних форми для Eevee з відсутніми атрибутами
,5gU0lpwH,928901,"Оригінальна текстура, підтримує «модуль анімації їжі»"
,OEr1cDQd,554351,Створити бджоляра Buzzier Bees у селі RS
,osPoiuKP,413810,"Пакет VFX, який додає текстури мінералів/дорогоцінних каменів до зачарувань інструментів"
,e67KFc9t,322168,"Надзвичайно оптимізоване, залишаючись вірним оригінальному художньому стилю, Barely Default надає вам узгоджений, чистий і послідовний досвід! Місяці нових деталей додаються для вас, щоб досліджувати"
,KwbFimmq,344940,Оновлено оригінальний досвід на тему Хелловіна!
,d0w6GHbr,794499,"Пакет ресурсів, який змінює панель швидкого доступу, піктограми здоров’я та броні у формі серця"
,5Wz8MWHt,811234,"Оригінальний стильовий пакет ресурсів, який покращує художнє вираження за допомогою спеціальних моделей і текстур"
,dS7SM6Rb,537217,"STONEBORN: капітальний ремонт сільського спорядження, натхненний фентезі"
,wYGa3J0a,454245,Додано варіанти для коричневих/червоних грибів
,UGEVQ6t9,884709,"Кращий досвід фермерства, сумісний із кількома модулями"
,CUfOpYVR,571281,Додайте систему баунті до RS Village!
,RvfAlf4Z,548744,"Пакети ресурсів, які покращують досвід Redstone"
,DAphTo2f,909676,
,yvtFvpUE,895273,Змусьте човен гойдатися (або навіть котитися!) у воді
,ab1yZ2md,670120,Додано варіанти біомів для скелетів/мандрівників/сухих скелетів
,CTAstxQN,376961,"Пакет ресурсів, який додає візуальну ідентичність зачарованим предметам"
,gksxFwJ1,946842,Шрифт у стилі ретро RPG
,bDPrulz9,636912,Підтримка 50+ модулів | VT гладкий шрифт | 1.18-1.21.3
,9SBmGqnV,905517,Додайте в гру прості 3D-блоки
,70yluNSI,711916,"модуль Waystone і плагін, сумісний із CTOV"
,CFeoJnHX,682954,Створіть мінімалістичний модульний пакет ресурсів PBR
,SoYbSOGW,666290,"Спеціальний пакет графічного інтерфейсу ""Rental Girlfriend""."
,MhBq4iya,1017176,Нові моделі та анімації/деформовані кріпери/розкладання кінцівок тощо!
,N7pdPOrX,864063,SMART BOOST: Мінімалістичний 16-кратний пакет текстур на основі трейлерів MC (1.16+)
,L16BPBvl,904988,До села RS додано заповідник паладинів!
,GVW3MpmB,353232,Оновлено оригінальний досвід у різдвяній тематиці!
,FmYJLZx3,286633,
,Gm2RS5fW,943350,Замініть звукові ефекти Epic Fight на звукові ефекти Sekiro
,ENCwFpBk,845819,До JourneyMap додано значки пікселів/силуетів Pokémon мода Cobblemon!
,fyGliXG0,648065,"більше сільських жителів із пакетом даних, сумісним із CTOV"
,dtUxfCNZ,904131,
,DxTxvV0E,949260,Невидиме скло проти прозорого тонованого скла (без дратівливих рамок)
,iV0hpqLt,704940,До BetterEnd додано рецепт теслярської лавки
,irAi0fTI,497571,Анімація повторного відкриття ящика!
,BkTdFBUU,813185,Мрійливий пакет освітлення та тіней із низьким енергоспоживанням із кількома попередньо встановленими кольорами
,Q8Pek4aC,827450,
,6vhHOIKw,861241,Додайте до зачарованих книг/предметів назви чарів у значках і кольорові світлові ефекти чарів
,tGPo774G,779808,Чіткі та чіткі шрифти
