name,modrinth,curseforge,description
,CZmX2vbs,,"Cobblemon з доданими відсутніми функціями! Міста покемонів, покемони верхом, Мегаеволюції, Лідери Залів, М’які іграшки покемонів та багато іншого!"
,kTa7HfI5,,Офіційний модпак Conquest Reforged для Fabric!
,JR0bkFKa,,"Невеликий, але ефективний PvP модпак."
,UeU522Qh,,Висока версія популярного геймплею '100 Days of Shock' перезапущена та унікальна!
,6jLwq7KU,,Індивідуально підібраний список популярних модів для покращення ігрового процесу в Hypixel Skyblock на Lunar Client.
,MQkboJhx,,"HTTYD у Minecraft! Насолоджуйтесь модпаком, повним драконів, вікінгів, підземель, відсилань до HTTYD та багато іншого!"
,mvnoIGxi,,"Це звичайне виживання на одному блоці, але з багатьма жителями, що створюють лякаючу атмосферу (оптимізовано)."
,mvhIfZLj,,🚀 МАКСИМАЛЬНИЙ FPS БЕЗ ЗАЙНИХ МОДІВ! Лише 16 оптимізуючих модів - НІЧОГО ЗАЙВОГО! ✅ ВСІ ОСНОВНІ ВЕРСІЇ ⚡ ВСТАНОВЛЕННЯ НА БУДЬ-ЯКОМУ ЛАУНЧЕРІ! (Посібник нижче)
,p87Jiw2q,,"Розроблено для гравців будь-якого рівня майстерності, щоб повною мірою використовувати модифікований контент, чи то магія, технології та інше."
,njITF4u1,,"Містить усіх 1028 покемонів, а також ЛЕГЕНДАРНИХ. Також є мегаеволюція."
,JV4lvByf,,[ЧИТАЙТЕ ОПИС] Замінює вступ Minecraft новою анімацією Mojang та офіційним фіналом каналу Minecraft!
,8jHBWQlK,,"Kimetsu no Yaiba (Demon Slayer) — це RPG модпак для гравців, які бажають стати демоном або мисливцем на демонів!"
,VUmd23oG,,"Skyblock модпак, який обертається навколо мода Create."
,jzO4AHJD,,"Відчуйте нескінченне захват, борючись у світі, наповненому зомбі. Підготуйтесь, побудуйте свою фортецю та використовуйте свої навички виживання в цій неймовірній подорожі!"
,91tn21DV,,"Jujutsu Kaisen (Sorcery Fight) — це RPG-модпак для гравців, які хочуть стати чаклунами та боротися з прокляттями!"
,SfTr5hl1,,Versatile — це комбінація всіх модпаків від Luna Pixel Studios і більше!
,FycBo1BI,,"Випробуй Щасливий Блок! Щасливі Блоки, Щасливий ОдинБлок, Щаслива Гонка, Щасливі Ігри, Щасливі Стовпи та багато іншого!"
,QnuhhrEb,,"🔥 Cobblemon.gg - Ультимативний досвід Покемонів! Ласкаво просимо до Cobblemon.gg, вашого пріоритетного місця для неперевершеного досвіду Minecraft – Cobblemon – Покемони!"
,qusMP4Bj,,Соціальна гра про таємницю вбивства у потязі!
,py9uozed,,"Проєкт Horizons — це модпак, створений для rubius. Він випущений, щоб інші могли насолоджуватися тим самим досвідом!"
,y7tVcQjg,,"Божевільна графіка, божевільна фізика, навіть можна грати у VR, ідеально. Оптимізуйте свій Minecraft, щоб він виглядав як ті 'божевільні графіки' у TikTok, які ви, можливо, бачили!"
,m2PsjPTL,,"Модпак про супергероїв, магію та технології!"
,B37WQ89b,,"Версія 1.21.1 | Досвід Vanilla+, орієнтований на гравця | Нова ера кращого MC!"
,xlldJYiz,,"Ви на експедиції, але ваше місце перебування, схоже, покинуте. Чи зможете ви вижити в алєасській дикій природі, збираючи припаси, гріючись і не ставши наступною їжею для ведмедя?"
,23niDfW7,,"Модифікована версія модпаку Better Adventures+ від Flowstate, яка додає кілька модів, що зберігають дух оригіналу, одночасно додаючи додатковий контент, функції та структури!"
,Qx4KOI2G,,[1.20.1] RLCraft відтворено для сучасних версій Minecraft! Включає (майже) всі функції оригінального модпаку!
,fom4Ovsz,,"Легкий модпак Create на NeoForge, оптимізований для плавної автоматичної гри!"
,1q7QX7Ne,,Компактний та ультимативний оптимізаційний модпак! З повною кросплатформною підтримкою для всіх версій!
,B3qfdQCh,,"Оптимізує Minecraft для кращої продуктивності, вищого FPS, зменшення лагів та плавнішої гри. Бета 1.21.9-1.21.10!"
,dYK1xPDO,,"Хоррор виживання модпак, створений для Forge 1.20.1. Сталкери, жителі, прокляті структури та світ, який ніколи не дасть вам відчути себе в безпеці!"
,PhgBGZtJ,,"Модпак мрії для гравців Create, тільки оптимізаційні моди та моди Create!"
,ehPxCT2J,,"[26.1 доступно] Підвищуйте FPS, знижуйте лаги, прискорюйте завантаження та економте ресурси з цим модпаком! Ідеально для слабких комп'ютерів. Жодних зайвих модів, тільки чисте покращення продуктивності!"
,jMjQOK0C,,Атака Титанів у Minecraft! Shingeki no Craft: Офіційний модпак!
,XAuN8CD3,,"Покемони у Minecraft! Грай у мод Cobblemon найкраще завдяки цьому серверному модпаку для Cobblemon Islands. Сервер, включений у цей пак, має КОЖНУ модель Покемона, Мега, Z-рухи, Терасталізацію, Рейди, Експедиції, Нори та багато іншого!"
,3W4mv2wu,,Цей модпак призначений для Hypixel Bedwars/Duels і допомагає отримати більше FPS для плавнішої гри!
,JMy1PlL1,,"Модпак Create, який використовує Shalz у своїй серії виживання One block Create!"
,WeGC6tLm,,"Модпак, повний головних FPS-бустерів спільноти. Ідеально підходить для слабких ноутбуків та комп'ютерів. Також дозволяє запускати шейдери практично без лагів!"
