name,modrinth,curseforge,description
,UHDcis5V,506559,Le meilleur pack de ressources vanille ? Peut-être...
,ijwaqfQD,380118,Meilleures textures d'herbe (prend en charge Optifine)
,HNlCBDGp,696522,"Ce pack de ressources est une version allégée du pack de ressources complet de 424Friends, contenant uniquement des peintures modifiées qui ont été remplacées par des peintures sur le thème de 424Friends utilisant notre logo et nos icônes officiels."
,6uJCfiCH,921717,Une version modifiée terrifiante des Complementary Shaders
,an4fOhuR,720642,Pack de serveur de villageois ennuyeux
,wE0hjz4k,883456,Pack de données de compatibilité entre le mod de rénovation de village de ChoiceTheorem et le mod de gazebos
,VpyBGfGz,591507,Ajout des maisons pneumatiques au village RS
,6SLU7tS5,349116,🌙 Minecraft : Pack de ressources en mode sombre pour Java Edition
,DG1SXHAm,951805,"Un module de réticule spécialement conçu pour le PVP, remplaçant le réticule d'origine par le style PVP"
,pedwdTC8,862558,Afficher la valeur nutritionnelle des aliments dans les info-bulles des objets
,uakHOvte,986528,"Un module de réticule spécialement conçu pour le PVP, remplaçant le réticule d'origine par le style PVP"
,orfTV6nk,223164,Une version HD 128x de l'expérience MC classique ! Obtenez une texture de lumière et d'ombre sans perdre d'images !
,qYQZ6QvN,939100,Personnaliser l'image d'arrière-plan de l'interface principale de MC
,LgvDiFDR,476719,Ajout de plusieurs variantes pour les minerais !
,wpQSS5ZP,664122,Véritable matériau PBR 16x par défaut
,dLYWYSIm,878406,Ensemble de données de compatibilité pour les modules CTOV et Advanced Peripheral
,DyS2E78l,986353,Retexturation et modification du modèle de certains blocs/éléments dans Create : Teleporters
,LxWe8vLh,1096454,Pack de textures 16x : offre une compatibilité de base pour les modules des séries Ashen 16x et Let's Do.
,CpA767Rl,308355,Applicable à la version 1.8.8+ ; rend toutes les interfaces de jeu transparentes et présente un style moderne et minimaliste ! Prend en charge les effets de superposition de flammes et de têtes de citrouille
,6gN0TwLG,909738,
,r4GILswZ,419139,Les textures à quadruple résolution apportent une expérience de détail ultime !
,vlbXWQ2k,907048,Le blindage ne couvre plus la moitié de l'écran !
,B9RvpVrv,622551,Ajoutez de vrais biomes de montagne au monde MC
,uudmIrRl,864002,Injectez du contenu original dans la dimension du paradis !
,apRwIWGw,690845,Concevez des textures uniques pour chaque livre enchanté ! Aucun Optifine/Citresewn requis !
,mKaYfrOy,640296,Modification de la pyramide RS pour un style meilleur temple du désert
,ePaZVJM4,634440,Modification du style RS Witch Hut en Better Witch Hut.
,uZAJ8Zy7,870007,Pack de données de compatibilité pour la révision de ChoiceTheorem Village avec Wizards Mod
,qUbxpIPN,554329,Changement du donjon RS vers le style Better Dungeon
,tN4E9NfV,855981,Un outil pédagogique qui explique les mécanismes de signalement des chats de manière simple et neutre
,zCW2yzTP,861004,"Avec des packs de textures ultra réalistes et des effets visuels époustouflants, lancez-vous dans une aventure MC sans précédent !"
,2C5ThaTB,520155,Embellissement moderne et lisse des polices
,zSHTYbCW,885169,"Pack de matériaux à motifs d'armure lumineux (nécessite Optifine, activez 10 couleurs et 16 motifs lumineux en renommant)"
,dqHyaXIs,407973,Les loups apprivoisés se transformeront en 41 véritables races de chiens
,aTAs6Zq8,859805,"Un module de réticule spécialement conçu pour le PVP, remplaçant le réticule d'origine par le style PVP"
,izDZRaNR,428068,Matériau auto-éclairant MC
,Bod7oeB2,643512,Kit d'outils d'épée RPG spécifique au PVP (y compris un réticule personnalisé)
,GJ4GGBq6,689285,Le pack de textures HD officiel du module NBArmors contient désormais 55 ensembles d'armures HD
,mh9nQqo4,881633,CC:Le remake de style puissance mécanique de Tweaked
,zrzYrlm0,811803,Des créatures hostiles surgiront du sol ou apparaîtront de nulle part !
,kl640Av3,652685,Ajout d'une animalerie dans le village RS !
,P5wB88AS,554331,Ajoutez Farmer's Joy au village reconstruit
,7z5vv7za,686611,Faire briller le minerai dans le noir
,DCHWs5EF,499464,Rendre Bare Bones compatible avec le pack de textures Fresh Animations
,a2GCqbko,883459,Pack de données de compatibilité pour les modules CTOV et parapente
,Z9UclEVT,704941,Ajout d'une recette de banc de menuiserie pour BetterNether
,O7z3QKAG,422346,Ajouter un design d'icône à plusieurs systèmes du jeu
,qfYE1L5z,662592,Ajoutez des contours lumineux aux minerais ! Compatible avec la plupart des packs de textures !
,3xf3eGxN,390367,Bande originale du mod Pokémon produite par Chris Geddes
,kJix7Q1N,887445,La dimension finale est améliorée !
,S2Zdxlhc,951803,Module de remplacement du mini guidon
,RbDebQrR,1014677,Une petite collection compatible de mods de révision de l'interface utilisateur Stoneborn
,ZTdGFilE,1038940,Meilleur pack de textures 3D Craft : plus de 70 nouveaux modèles de blocs/objets 3D ajoutés
,udpUpENa,956447,Restaurer les lignes de bordure de bloc colorées à la couleur par défaut
,1PGegzf5,911408,Pack de matériel de couverture d'interface de haut niveau
,XSPvBAGx,554361,Générez un bâtiment Légende de Glace et de Feu dans un village RS
,WbANFu9v,775765,La légende de Zelda La police Wind Waker
,ESu26zW9,332329,Rénover le style MC tout en conservant le charme traditionnel ? Le pack de textures CreatorPack HD vous satisfait !
,uefkcaqY,920589,Style de signe de progression de style de puissance mécanique
,KEtTF8II,847523,Nouveau panorama avec prise en charge de la lumière et des ombres
,FRSckbRo,336686,Style MC classique avec des modèles 3D innovants
,L21ipgCe,892905,Remplacement des cartes dorées par des versions colorées pour mon mod de jeu de tarot
,mC2IML84,877191,Ajout d'icônes de badge et d'étiquettes colorées aux info-bulles des éléments
,Symh7COQ,468836,Création du pack de textures Storage Network : remplace les textures du module de réseau de stockage de Lothrazar par le style de puissance mécanique de Simibubi.
,8PxXQiGm,649817,Des poulaillers peuvent désormais être générés dans les villages RS ! ! !
,E4PmmlqX,333412,Rustique mais classique
,S313KZR3,905155,Pack de données de compatibilité pour la révision de ChoiceTheorem Village avec le module Monobanks
,C5cIabB8,222097,Des tons réalistes et des variations de blocs aléatoires donnent à MC une sensation plus organique
,A8aBf1Xa,451763,Pack de textures PBR/POM HD qui conserve le style original
,L0iIXINl,882877,Police MC élégante pour un design personnel
,ZyLGK5YD,973588,Pack de textures élément/bloc/interface graphique de résolution 32x32 pour le mod Mechanical Power (Create)
,DERCGCA3,888288,"Ce pack de ressources est un complément parfait au mod Loading Backgrounds, en ajoutant spécifiquement des écrans de chargement liés au bâtiment."
,zREUZ4Cs,683155,Module complémentaire de feuillage luxuriant pour Whimscape
,fUawEtti,964322,"Textures HD 32x32 pour les éléments, les blocs et l'interface graphique du mod GregTech/GT"
,KP2WhfaM,316946,[Mise à jour] Devenez Ant-Man !
,vqrI97xw,952112,"Textures HD 32x32 pour les objets, les blocs et l'interface graphique du mod Terra Resurrection"
,rox3U8B6,327786,Textures Minecraft à la manière d'une vidéo promotionnelle
,9nStzADg,858982,Permet aux Pokémon d'apparaître dans différentes tailles (nécessite l'installation du mod Pehkui)
,cWBm5y89,1096434,Mini pack de ressources 16x : fournit une compatibilité de base pour Ashen 16x et Eldritch End
,f9KJTi50,263638,Désactiver la musique de fond pour l'interface principale (écran titre)
,ur1ZuVtB,1096438,Mini pack de ressources 16x : fournit une compatibilité de base pour Ashen 16x et Better End
,R4g9Nf07,593570,Pack de textures PBR : transformez le style pixel art en un effet tridimensionnel arrondi
,8bf2GogI,855152,"Tout en conservant le style original, divers éléments ont été grandement optimisés, améliorés et réparés."
,BcyGAwlg,860903,"Pack de textures qui améliore la texture du module ""Roadstone"""
,9D4BBjDX,855573,Obtenez des effets de minerai 3D brillants sans shaders
,WQ8xE11Z,690393,Changez le monument sous-marin RS en style Better Ocean Monument
,7FPKQLzr,871465,Minerai dynamique brillant (prend en charge la version 1.16 jusqu'à la dernière version) : brillance dans la nuit et effets sombres
,Srw5RQ6k,513425,Packs de textures pour les personnes qui détestent les packs de textures
,rpaqVyiI,1028445,Modèle de créature personnalisé Ashen compatible avec Fresh Animations de Fresh__LX
,eddq8rrf,683123,Ajoutez de nouvelles races de chats et optimisez l'apparence réaliste des chats existants (support Optifine/Fabric)
,TghJ0CEU,957898,Les animations des joueurs ont été entièrement retravaillées et animées !
,FXw3rwS0,836124,Réduire les effets sonores des clics de menu
,6seZEdkp,846549,Interface graphique Minecraft refactorisée | Thème lumière
,ruIZ2s2r,522485,Réduisez la saturation de la pluie pour la rapprocher d'une scène de pluie réaliste aux tons gris (particulièrement adaptée à une utilisation avec des shaders)
,LSmohupN,864112,16x Minecraft de style médiéval-fantastique
,BY2ksJHF,351975,Pack de textures de thème d'aventure de style pixel pur 32x
,lxdu8mT0,820784,Ajout de textures du mode Histoire au mod Witherstorm de Cracker
,xGCng9FL,776419,Créez du style Tom de rangement simple
,RPrIU0O0,1068288,"Désormais, les chats seront encore plus charmants ! Mais cohabitant toujours harmonieusement avec le style original..."
,QSKCFxWX,893328,Complétez la bande originale de Minecraft avec la musique nostalgique perdue de C418 !
,bY6ifSOi,538478,Ajout d'une texture de bord de minéraux/gemmes aux livres enchantés (effet d'enchantement visuel thématique)
,itBxlKsu,858848,Améliorez les effets visuels des villes finales avec les mods BetterEnd
,8Xv7wkWd,844259,Une forteresse explorable et à moitié enterrée dans la jungle (comprenant des tours hors sol)
,olO1TaXd,785390,Textures réalistes personnalisées pour les shaders (en préservant les tons originaux)
,XFnaXwdB,759452,Police RPG de style technologique pointu
,Kit8I4Pu,825997,
,hJAzl1Bs,326818,Style fantastique médiéval épique
,O7XvzQkN,1028450,Ajout de la prise en charge de divers mods communautaires pour Ashen 16x [Obsolète]
,PFPUNiJp,426352,Pack de textures sur le thème de l'hiver de glace et de neige !
,GalExSh7,384081,Golden Days Alpha : reproduisez la version Alpha classique de la couleur des feuilles d'herbe ! Nécessite une utilisation avec Golden Days Base pour revivre l'expérience Alpha dans MC moderne !
,p7P0HjJw,878428,Pack de données de compatibilité pour la révision de ChoiceTheorem Village avec les mods Savage et Ravage
,73G2oXxA,893171,Pack de textures spécifiques au PVP (dernière version 1.16) : ensemble complet de textures d'objets d'armure et de netherite/diamant/fer/or/chaîne/bois/pierre refaites
,ia2umfZR,399487,[1.7-1.19] Verre vraiment transparent !
,ti4S0dP0,305952,"Le pack de matériaux de style pixel créé par Jakob.zero est basé sur des motifs de blocs multi-tailles, soulignant le charme unique du monde des blocs."
,AdXxxPfs,758265,Textures pixellisées d'EnhancedVisuals (plus proches du style original)
,oUSJyuav,656215,Mise à jour du réalisme des animaux de ferme
,5cWrW4FI,834273,Module Croptopia et package de données de compatibilité CTOV
,a84VJ7Y9,771370,Un pack de textures simple qui transforme la barre d'expérience en couleurs arc-en-ciel
,E8fGzGhh,616586,Nouveau pack de textures PBR/POM : ajoutez des détails tout en conservant la sensation originale des pixels
,TjOXlt9Y,885553,Texture connectée originale + support Fusion
,beHlML1z,955645,Remplacement du réticule PVP en réticule (changez le réticule d'origine en style PVP)
,EkrInWCl,350660,Interface de chargement sombre et éléments GUI (optimisation de la protection des yeux)
,PsMUgCo5,622551,Le pack de textures Skyrim le plus grand et le plus polyvalent jamais créé
,uJ0YMl4f,547822,Changez RS Fortress pour un style Better Stronghold
,7DqvgzpQ,836155,Pack de textures 3D de style original (sans détruire la sensation traditionnelle des pixels)
,CjZB9nf0,836909,Ajouter la prise en charge des éléments d'événement pour OR
,R2M9Yj9d,354421,Pack de ressources sur le thème de l'hiver/Noël de Vanilla Additions
,re5yGOyz,679166,lune.
,uPCMwj7H,928023,"Utilisez des cultures Cobblemon (cônes/arbres fruitiers/racines/herbes, etc.) dans des pots de fleurs"
,6ZymelzH,993307,"Le module ""Skyland"" retexture et s'adapte au pack de textures Excalibur de Maffhew"
,H0lxoIBE,904898,Ajout d'un belvédère au village de Reused Structures
,uvpymuxq,380969,Optimisation performante de l’apparence des feuilles (haute compatibilité des modules)
,iunZDj0l,869986,Module Beautify et package de données de compatibilité CTOV
,eN2UAbCS,355140,Pack de textures variantes Vattic's Faithful 32x (en conservant le style original mais en l'affinant)
,pMLZzzF5,858433,Bonjour à tous ! Le pack de textures apporté cette fois peut améliorer la clarté de l'écran de jeu.
,lUrFvZH1,470652,Le superbe pack de textures PvP 32x Celesta vous emmène sur le champ de bataille avec une pure innovation et vous plonge dans le monde d'une expérience PvP inégalée !
,ZVTx4h1P,554341,Améliorez votre expérience RS avec les mods grotte et falaise
,cwUMcX8W,687374,L'objectif est de supprimer toutes les interfaces graphiques de style sombre (y compris les versions originales et les mods)
,6NpNU321,626693,Création de maisons Advanced Peripheral Mod générées dans les villages RS
,7vT7Bwz9,837728,"Basé sur le meilleur mod de forteresse du Nether de Yung, ajoutant une forteresse géante de la jungle au monde !"
,ctsYF3nI,972258,Une amélioration par rapport au look original du loup ennuyeux !
,DasdQ0y9,465262,Ajoutez des modèles détaillés et des effets d'animation aux œufs de dragon
,9M4nfwjl,637986,Le pack de guides de première génération revient en gloire
,hFoOkEdk,509339,Transformez votre lit en un style plus magnifique et adorable !
,quMLCyp9,886331,"Nous avons créé un pack de ressources par défaut contenant des images de jeu, mais qui peut être facilement personnalisé en remplaçant simplement les images."
,Dp3twuO6,977843,Modèles d'armes 3D alternatifs pour les cellules de mines
,FsygnwFm,422825,Le pack de textures minérales visibles améliore l'efficacité minière en mettant en valeur les minerais.
,Grn2JrYW,554344,Des maisons d'ingénierie en immersion sont générées dans les villages RS
,PXOlmnke,821245,Les villageois peuvent désormais être tenus en laisse !
,TM94CBvz,990393,Améliorez l'apparence monotone originale de l'ocelot !
,wKu40yBb,876714,Réduire les interférences visuelles des flammes
,ZemCyvLM,959646,Pack de ressources de style moderne de GregTech
,wmXxr9ku,859798,Remplacement du réticule d'origine par une version moderne et meilleure
,BFzJ6aQL,384081,Le Golden Years Resource Pack restaure les textures/éclairages/noms/effets sonores de l'ancienne version de MC
,lP7OH3rE,859808,Le réticule de style Sniper remplace le réticule d'origine
,NlV6RQjs,335761,Pack de textures de style anime
,ItHr72Fy,572892,Obtention d'effets de luminosité totale dans Na/HD Restoration/Original
,nXngdyOv,554338,Transformez la cabane de sorcière RS en style Hexerei
,CdRC4fyI,628469,Extension de compatibilité entre Nongfu Leshi et CTOV
,nELgl6gi,948934,Restaurer le texte DarkRPG dans la langue d'origine
,eshAdv4B,643669,Pack d'interface graphique personnalisée Pokémon
,9aE6Ib8a,943817,Réduire l'obstruction visuelle par la pluie et la neige
,hl0bs6jf,821708,Ajouter la tour des sorciers au village RS
,sPT9u2eL,665218,Ajout de variantes de couleur de peau/couleur des yeux/couleur des sourcils pour les villageois
,ZpBKASR2,478165,Ajoutez des textures personnalisées reconnaissables aux livres enchantés grâce à la technologie CIT
,6DwvxSMP,585361,Affichez la santé des joueurs et des créatures !
,UiaFErsS,872654,Refonte du village ChoiceTheorem avec le pack de données de compatibilité d'amélioration des villageois
,yiTthr0O,918450,Rendre Sword of Mana compatible avec les packs de ressources Fresh Animations
,d1nRD7RG,342663,Patch pour le pack de textures artistiques du programmeur
,JEZ93XXG,551139,Style original frais de dessin animé 8x8 pixels !
,jjGcjeIR,886426,Version Minecraft de l'arrière-salle
,wFLeBRkG,503839,Apparence de style pierre à motifs pour le module de plaque de progression
,Bw7Oyi0i,1096464,Implémenter une compatibilité de base entre Ashen et les régions inexplorées à une résolution de 16x
,slufHzC2,990406,Le package de ressources d'animation du joueur EMF ajoute de superbes mouvements aux entités du joueur et est compatible avec les expressions Quark/compétences de parkour/NEA et d'autres animations de modules.
,Keq5OmV7,858850,Améliorez l'apparence de la ville finale d'une manière qui correspond au style original
,kWgq7eAt,391858,La teinte parfaite que nous méritons !
,50Rh3CqF,657574,Ajoutez des textures uniques à chaque livre enchanté (prend en charge des tonnes de mods)
,meCkzj8O,851479,Pack de ressources de haute qualité pour ajouter de la lumière et des ombres au panorama 1.18 | Prise en charge de la version complète
,Lle48EBp,393001,Ajouter un trait au minerai (version Faithful x32)
,8zPEQCkL,229122,Les carrés roses offrent des possibilités infinies !
,d3JOyUGH,878413,Forfaits de données compatibles CTOV et BYG
,ZrnmXWf6,896735,Ajout de la compatibilité Fresh Animations pour plus de mods biomorphes
,3gQXrsPx,554485,Jouez de la musique avec les modules Etched dans RS Village !
,6PJbKvJH,834282,Extension de compatibilité entre Chef Lay’s et CTOV
,7YjclEGc,831385,Les entités et les objets tels que les torches/lanternes brilleront ! Valable uniquement côté serveur !
,e2fAZfFz,1016013,"Dites adieu aux coffres monotones de la version originale, désormais avec des textures plus réalistes !"
,ZMcqgmIV,663050,Visualisez la santé de n'importe quelle créature...
,tqtqwUe3,694918,Ajout de la cabane de rassemblement de BYG dans le village RS.
,qbxgGjQ6,737167,"Police RPG moderne et fluide, facile à lire"
,NzaimZYw,888328,"Un incontournable pour les amoureux de l'océan : un écran de chargement de jeu sur le thème de l'océan, personnalisé pour le chargement des modules d'arrière-plan."
,sDzgzRzB,554354,Transformez RS Outpost en style Brutal et Plunder
,50akz7zH,906447,
,OyWCbj0l,564189,Mini-outil d'arme spécifique au PVP (y compris le réticule PVP)
,LJazX7OI,947578,Pack d'extension de fan Xali pour les textures de livres enchantés
,6udpuGCH,639779,Texture de livre enchantée unique !
,6GgEjSHS,322713,Ajout d'étranges effets clignotants aléatoires pour mettre fin aux portails et aux yeux de l'Ender.
,kS4FsCxd,859499,Convertir des enregistrements de musique au format cassette
,a5ESRz6Q,825234,Ajout de nouvelles maisons et chantiers au RS Village !
,IjeNkkG5,858484,Nouveaux effets sonores pour la pluie et le tonnerre
,ZbZNRA1g,882133,Une nouvelle interprétation du classique BOSS
,qaTINtKD,909754,
,BORRKwOq,870000,Pack de données de compatibilité pour les mods ChoiceTheorem Village Overhaul et Domestication Innovation
,ivApM40Z,554363,Laissez la structure RS générer des blocs d'environnement
,S1rcrDD7,442365,Connectez en toute transparence des tonnes de textures originales !
,UsixlLlt,385666,Nouveau design du réticule Minecraft
,VYltvPuN,548717,Affiche les éléments déposés par blocs lors d'une collecte non précise. Compatible avec tous les packs de ressources !
,mWmuC2TQ,326778,Utilisez les nouvelles textures Minecraft sur les anciennes versions !
,ARf3yR3v,1096521,"Pack de ressources de résolution 16x, ajoutant la compatibilité avec Ashen 16x et Visuality"
,IUJGdLaw,627173,Pack de ressources de révision de l'interface graphique du thème des fleurs mignonnes
,BcDJfnX2,504003,Remplacez les textures totémiques traditionnelles par des motifs sur le thème de l'axolotl
,u5lozjSP,977313,Végétation cubique
,oYrEfh82,849740,Rendre les minéraux brillants et plus visibles dans l'obscurité (effets brillants/visibles/auto-illumination/traits)
,8tVJRgvq,351202,Refonte de l'expérience originale sur le thème de l'hiver !
,GOMwBq8d,926608,Ajustez la saturation de la pluie physicalmod pour rendre le bleu plus doux et plus proche de la vraie scène de pluie
,ZM5PH9W6,412189,Superbe interface graphique et HUD - Mode sombre/style 1.8/adaptation 1.19+/configuration Respackopts
,yopVn4E8,580181,Version améliorée de la police originale (résolution 32x)
,tEzYpIwc,807817,Ajout d'une esthétique de style Créer aux mods Eureka
,gfr4403r,408801,Pack de ressources qui rend les cadres d'éléments invisibles
,5QsxmK1S,813415,"La couleur du plan d'eau change avec le biome, améliorant l'unité du paysage"
,VDTtLGSV,969926,Ajoutez une apparence différenciée aux livres enchantés !
,890hHez9,834277,Module Bountiful et paquet de données compatible CTOV
,asD9taD4,1006193,Corrections de bogues non officielles et correctifs de compatibilité d'Excalibur
,bsBedndu,857188,1.20 Effet lumineux du motif d'armure (brillant/visible/auto-éclairant/trait/1.20)
,6lrP7ALa,592525,"Package de ressources standard LabPBR, supprime le bruit de texture d'origine"
,vZ8CfI8h,925115,Ajout d'un package de données de formulaire évolué pour Évoli avec des attributs manquants
,5gU0lpwH,928901,"Texture originale, prend en charge le ""module d'animation alimentaire"""
,OEr1cDQd,554351,Spawn Buzzier Bees apiculteur dans le village RS
,osPoiuKP,413810,Pack VFX qui ajoute des textures minérales/gemmes aux enchantements d'outils
,e67KFc9t,322168,"Extrêmement optimisé tout en restant fidèle au style artistique original, Barely Default vous offre une expérience cohérente, pure et cohérente ! Des mois de nouveaux détails sont ajoutés pour que vous puissiez les explorer"
,KwbFimmq,344940,Expérience originale sur le thème d'Halloween rénovée !
,d0w6GHbr,794499,"Pack de ressources qui modifie la barre de raccourcis, les icônes de santé et d'armure en forme de cœur"
,5Wz8MWHt,811234,Un pack de ressources de style original qui améliore l'expression artistique grâce à des modèles et des textures personnalisés
,dS7SM6Rb,537217,STONEBORN : révision de l'équipement rustique inspirée de la fantaisie
,wYGa3J0a,454245,Variantes ajoutées pour les champignons bruns/rouges
,UGEVQ6t9,884709,"Une plus belle expérience agricole, compatible avec plusieurs modules"
,CUfOpYVR,571281,Ajoutez un système de primes à RS Village !
,RvfAlf4Z,548744,Packs de ressources qui améliorent l'expérience Redstone
,DAphTo2f,909676,
,yvtFvpUE,895273,Faites balancer le bateau (ou même roulez !) dans l'eau
,ab1yZ2md,670120,Ajout de variantes de biome pour les squelettes/errants/squelettes flétris
,CTAstxQN,376961,Pack de ressources qui ajoute une identité visuelle aux objets enchantés
,gksxFwJ1,946842,Police de style RPG rétro
,bDPrulz9,636912,Prend en charge plus de 50 modules | Police lisse VT | 1.18-1.21.3
,9SBmGqnV,905517,Ajoutez des blocs 3D simples au jeu
,70yluNSI,711916,module waystone et plug-in compatible CTOV
,CFeoJnHX,682954,Créer un module de ressources PBR minimaliste
,SoYbSOGW,666290,"Package GUI personnalisé ""Rental Girlfriend"""
,MhBq4iya,1017176,Nouveaux modèles et animations/cremes déformés/décomposition des membres et plus encore !
,N7pdPOrX,864063,SMART BOOST : pack de textures minimaliste 16x inspiré des bandes-annonces MC (1.16+)
,L16BPBvl,904988,Ajout du sanctuaire Paladin au village RS !
,GVW3MpmB,353232,Expérience originale sur le thème de Noël rénovée !
,FmYJLZx3,286633,
,Gm2RS5fW,943350,Remplacez les effets sonores d'Epic Fight par les effets sonores de Sekiro
,ENCwFpBk,845819,Ajout des icônes de pixels/silhouette Pokémon du mod Cobblemon à JourneyMap !
,fyGliXG0,648065,plus de villageois mod avec pack de données compatible CTOV
,dtUxfCNZ,904131,
,DxTxvV0E,949260,Verre invisible vs verre teinté clair (pas de bordures gênantes)
,iV0hpqLt,704940,Recette d'établi de menuisier ajoutée à BetterEnd
,irAi0fTI,497571,Animation réouverture des box !
