name,modrinth,curseforge,description
,BHtwz1lb,,Функции OptiFine для Fabric — на базе оптимизации Fabric и современных модов производительности Minecraft. Высокий FPS даже на слабых системах. 26.2 alpha!
,g9O0WaGR,,"Продолжение опыта Legacy Console Edition, расширенное современным контентом Java Edition и улучшениями качества жизни! (Официальный проект Legacy4J)"
,8fxQRGcg,,Лучший модпак для оптимизации производительности PojavLauncher! Доступен во всех версиях
,cqIwxyhH,,Индивидуальный список популярных модов для улучшения игрового процесса при игре в Wynncraft на Lunar Client.
,uvlobdYF,,"Модпак, сосредоточенный на Create и социальном взаимодействии, создающий счастливый мир с друзьями с помощью механических устройств. Почувствуйте красоту технологий и механики."
,KHwMgdkE,,Лучший опыт Backrooms для Minecraft
,6HvKwSky,,"Добро пожаловать в Homestead, мир ручной работы, полный заданий, ярких ландшафтов и бесконечных возможностей для строительства. Расселяйтесь, исследуйте и создавайте уютную жизнь, о которой вы всегда мечтали!"
,PITslCIA,,Индивидуальный список популярных модов для улучшения игрового процесса на острове MCC через Lunar Client.
,Pwyu7to9,,"Необходим для игроков Create, легкий, быстрый и компактный!"
,IDrxZk6D,,"Единственный модпак производительности, который вам когда-либо понадобится."
,tT6OXNXX,,Официальный модпак для мода BlockFront
,cJJdkNYP,,Серверный модпак для.skyblock с некоторыми функциями vanilla+
,u76hn1pF,,"Видеорендер Vulkan обеспечивает на 43% большую производительность, чем Sodium, на системах, ограниченных драйверами. Без лишнего мусора."
,paoFU4Vl,,mc26.2 alpha - Современная альтернатива OptiFine с открытым исходным кодом для Fabric.
,UCpApD3P,,"Модпак, содержащий моды, которые улучшают игровой процесс ванильной версии, не изменяя механику игры."
,wleDCmw2,,"Наслаждайтесь Cobblemon в лучшем виде с этим модпаком для Cobblemon Pokemania! Сервер, включённый в этот пакет, содержит ВСЕ модели покемонов, а также мегаэволюции, Z-приемы, Терастилизацию, Рейды, Косметику и многое другое!"
,ddF4bxsz,,"Максимальная производительность, устранение лагов и ускорение всего без поломки ванили. Sodium, Vulkan, Embeddium и Nothirium. Ранее назывался Wing."
,lz3ryGPQ,,"Модпак, который делает Minecraft таким, каким он должен был быть, чтобы вы могли наслаждаться им снова."
,tlWx9npV,,Погрузитесь в настоящую доисторическую атмосферу среди впечатляющих и реалистичных динозавров!
,22jj8tHD,,"Один из лучших оптимизирующих модпаков для Minecraft, разработанный для повышения производительности и улучшения игрового процесса."
,SzFfKsVP,,"Сервер для мода FiskHeroes / Fisk's SuperHeroes, использующий официальные HeroPacks."
,8xOSkvVU,,Этот пак стремится воссоздать потрясающую графику трейлеров Minecraft в ванильной игре.
,BYN9yKrV,,mc26.2 alpha - Легковесный модпак производительности с открытым исходным кодом для Fabric.
,CZmX2vbs,,"Cobblemon с добавленными недостающими функциями! Города покемонов, покемоны верхом, Мегаэволюции, Лидеры Залов, Плюшевые покемоны и многое другое!"
,kTa7HfI5,,Официальный модпак Conquest Reforged для Fabric!
,JR0bkFKa,,"Небольшой, но эффективный PvP модпак."
,NHUidpfR,,Версия 1.21 | Vanilla+ опыт с упором на игрока | Новая эра лучшего MC!
,UeU522Qh,,Высокая версия популярного геймплея '100 Days of Shock' перезапущена и уникальна!
,6jLwq7KU,,Индивидуально подобранный список популярных модов для улучшения игрового процесса в Hypixel Skyblock на Lunar Client.
,MQkboJhx,,"HTTYD в Minecraft! Наслаждайтесь модпаком, полным драконов, викингов, подземелий, отсылок к HTTYD и многого другого!"
,mvnoIGxi,,"Это обычное выживание на одном блоке, но со множеством жителей, создающих леденящее кровь впечатление (оптимизировано)."
,mvhIfZLj,,🚀 МАКСИМАЛЬНЫЙ FPS БЕЗ ЛИШНИХ МОДОВ! Только 16 оптимизирующих модов - НИЧЕГО ЛИШНЕГО! ✅ ВСЕ ОСНОВНЫЕ ВЕРСИИ ⚡ УСТАНОВКА НА ЛЮБОМ ЛАУНЧЕРЕ! (Руководство ниже)
,p87Jiw2q,,"Разработан для игроков любого уровня мастерства, чтобы в полной мере использовать модифицированный контент, будь то магия, технологии и многое другое."
,njITF4u1,,"Содержит всех 1028 покемонов, а также ЛЕГЕНДАРНЫХ. Также есть мегаэволюция."
,JV4lvByf,,[ЧИТАЙТЕ ОПИСАНИЕ] Заменяет вступление Minecraft новой анимацией Mojang и официальным финалом канала Minecraft!
,8jHBWQlK,,"Kimetsu no Yaiba (Demon Slayer) — это RPG модпак для игроков, желающих стать демоном или охотником на демонов!"
,VUmd23oG,,"Skyblock модпак, который вращается вокруг мода Create."
,jzO4AHJD,,"Испытайте непрерывное волнение, сражаясь в мире, полном зомби. Приготовьтесь, постройте свою крепость и проявите свои навыки выживания в этом удивительном путешествии!"
,91tn21DV,,"Jujutsu Kaisen (Sorcery Fight) — это RPG-модрект для игроков, желающих стать колдунами и бороться с проклятиями!"
,SfTr5hl1,,Versatile — это комбинация всех модпаков от Luna Pixel Studios и многое другое!
,FycBo1BI,,"Испытай Удача Блок! Удача Блоки, Удача ОдинБлок, Удача Гонка, Удача Игры, Удача Столбы и многое другое!"
,QnuhhrEb,,"🔥 Cobblemon.gg - Ультимативный опыт Покемонов! Добро пожаловать в Cobblemon.gg, ваше первоклассное место для непревзойденного опыта Minecraft – Cobblemon – Покемоны!"
,qusMP4Bj,,Социальная игра о тайне убийства в поезде
,py9uozed,,"Проект Horizons — это модпак, созданный для rubius. Он выпущен, чтобы другие могли наслаждаться тем же опытом."
,y7tVcQjg,,"Безумная графика, безумная физика, даже можно играть в VR, идеально. Оптимизируйте свой Minecraft, чтобы он выглядел как те 'безумные графики' в TikTok, которые вы, возможно, видели."
,m2PsjPTL,,"Модпак о супергероях, магии и технологиях!"
,B37WQ89b,,"Версия 1.21.1 | Опыт Vanilla+, ориентированный на игрока | Новая эра лучшего MC!"
,xlldJYiz,,"Вы находитесь в экспедиции, но ваше место пребывания, похоже, заброшено. Сможете ли вы выжить в аляскинской дикой природе, собирая припасы, согреваясь и не став следующей едой для медведя?"
,23niDfW7,,"Модифицированная версия модпака Better Adventures+ от Flowstate, которая добавляет несколько модов, сохраняющих дух оригинала, одновременно добавляя дополнительный контент, функции и структуры."
,Qx4KOI2G,,[1.20.1] RLCraft воссоздан для современных версий Minecraft! Включает (почти) все функции оригинального модпака.
,fom4Ovsz,,"Легкий модпак Create на NeoForge, оптимизированный для плавного автоматического геймплея."
,1q7QX7Ne,,Компактный и ультимативный оптимизирующий модпак! С полной кроссплатформенной поддержкой для всех версий.
,B3qfdQCh,,"Оптимизирует Minecraft для лучшей производительности, более высокого FPS, уменьшения лагов и более плавного геймплея. Бета 1.21.9-1.21.10"
,dYK1xPDO,,"Хоррор выживание модпак, созданный для Forge 1.20.1. Сталкеры, жители, проклятые структуры и мир, который никогда не даст вам почувствовать себя в безопасности."
,PhgBGZtJ,,"Модпак мечты для игроков Create, только оптимизирующие моды и моды Create."
,ehPxCT2J,,"[26.1 доступно] Повышайте FPS, снижайте лаги, ускоряйте загрузку и экономьте ресурсы с этим модпаком! Идеально для слабых компьютеров. Никаких лишних модов, только чистое улучшение производительности."
,rqoNUSYX,,"Сделайте игру более анимационной и иммерсивной, с оригинальной историей об эпической истории Minecraft и вашем RPG-приключении, и за его пределами."
,jMjQOK0C,,Атака Титанов в Minecraft! Shingeki no Craft: Официальный модпак!
,XAuN8CD3,,"Покемоны в Minecraft! Играйте в мод Cobblemon лучше всего с этим серверным модпаком для Cobblemon Islands. Сервер, включенный в этот пак, имеет КАЖДУЮ модель Покемона, Мега, Z-движения, Терастализацию, Рейды, Экспедиции, Нора и многое другое!"
,3W4mv2wu,,Этот модпак предназначен для Hypixel Bedwars/Duels и помогает получить больше FPS для более плавного геймплея.
,JMy1PlL1,,"Модпак Create, используемый Shalz в его серии выживания One block Create."
,WeGC6tLm,,"Модпак, полный главных FPS-бустеров сообщества. Идеально подходит для слабых ноутбуков и компьютеров. Также позволяет запускать шейдеры практически без лагов."
