name,modrinth,curseforge,description
,L0iIXINl,882877,My take on a fancier Minecraft typeface
,ZyLGK5YD,973588,"Textures of item, blocks and gui in 32x32 extension for Create"
,DERCGCA3,888288,"This resourcepack is a perfect complement to the Loading Backgrounds mod, since it takes care of adding loading images related to the structures."
,zREUZ4Cs,683155,Bushy leaves add-on for Whimscape
,fUawEtti,964322,"Textures of item, blocks and gui in 32x32 extension for Greg Tech, GregTech, GT"
,KP2WhfaM,316946,[ЗАБРОШЕНО] Станьте Ant-Man!
,vqrI97xw,952112,"Textures of item, blocks and gui in 32x32 extension for Terra Firma Craft."
,rox3U8B6,327786,Minecraft with the style of the trailers
,9nStzADg,858982,Allows Pokemon to spawn in variated sizes. REQUIRES Pehkui
,cWBm5y89,1096434,"A small, 16x pack adding rudimentary compatibility between Ashen 16x and Eldritch End"
,f9KJTi50,263638,Disables the background music on the main menu (title screen)
,ur1ZuVtB,1096438,"A small, 16x pack adding rudimentary compatibility between Ashen 16x and Better End"
,R4g9Nf07,593570,A PBR resource pack which changes the Pixel-Art style and makes it Round.
,8bf2GogI,855152,"It improves, refines, and fixes various aspects while keeping the Vanilla style."
,BcyGAwlg,860903,Resource pack that will improve textures from the waystones mod.
,9D4BBjDX,855573,This resource pack allows you to have 3D and glowing ores.
,WQ8xE11Z,690393,Change RS Monuments to be in Better Ocean Monument's style
,7FPKQLzr,871465,glowing and animated ores that glow in night and also in darkness effect and versions are from 1.16 to latest
,Srw5RQ6k,513425,The texture pack for people who hate texture pack.
,rpaqVyiI,1028445,Ashen Custom Mob models compatible with Fresh__LX's Fresh Animations.
,eddq8rrf,683123,Introduces new cat breeds while updating the existing ones to look more realistic (Optifine/Fabric support)
,TghJ0CEU,957898,Overhaul your Minecraft player animations and bring them to life!
,FXw3rwS0,836124,Dampens/Reduces/Lessens Menu Click Sound
,6seZEdkp,846549,Reimagined Minecraft GUI | Light Theme
,ruIZ2s2r,522485,"This pack changes the saturation of the rain so it becomes a more mute color instead of that strong default blue, this way it is more similar to the rain you see in real life. Perfect to enhance the look of some shaders."
,LSmohupN,864112,"A 16x, medieval-fantasy take on Minecraft."
,BY2ksJHF,351975,A 32x pure pixel art pack with an adventurous feel.
,lxdu8mT0,820784,A Texture Pack That Adds Story Mode Textures To Cracker's Wither Storm Mod
,xGCng9FL,776419,Create Styled Tom's Simple Storage
,RPrIU0O0,1068288,Now cats will be much more attractive! But they won't stop being friendly with vanilla...
,QSKCFxWX,893328,"Complete Minecraft's soundtrack with the nostalgic, lost music by C418!"
,bY6ifSOi,538478,This texture pack give mineral or gem trims for books enchantments. It's basically Visual Enchantments but thematic.
,itBxlKsu,858848,Spices up the look of End Cities using the BetterEnd Mod
,8Xv7wkWd,844259,A partially buried Jungle Fortress to explore with towers above!
,olO1TaXd,785390,Realistic textures with vanilla colors custom-made for shaders
,XFnaXwdB,759452,A Sharp Tech Based RPG Font
,Kit8I4Pu,825997,
,hJAzl1Bs,326818,Epic Medieval Fantasy
,O7XvzQkN,1028450,Adds support to Ashen 16x for a variety of community mods. [DEPRECATED]
,PFPUNiJp,426352,"The Snowy, Winter Themed Resource Pack!"
,GalExSh7,384081,Golden Days Alpha brings back the iconic Alpha grass foliage color and more! Use this pack on top of Golden Days Base to relive the Alpha experience in Modern Minecraft!
,p7P0HjJw,878428,Compatibility datapack between ChoiceTheorem's overhauled village and Savage and Ravage mod
,73G2oXxA,893171,"this is a pvp pack all version are 1.16-latest all amror are changed and item netherite,diamond,iron,gold,chain,wood,stone"
,ia2umfZR,399487,[ 1.7 - 1.19 ] A real and very clear glass !
,ti4S0dP0,305952,"This is a Minecraft pixel texture pack created by Jakob.zero, characterized by using variously sized block patterns as the foundation for its pixel textures, highlighting the unique charm of the blocky world."
,AdXxxPfs,758265,Pixelated textures for EnhancedVisuals. Feels more like vanilla.
,oUSJyuav,656215,Updates farm animals to look more realistic
,5cWrW4FI,834273,Compatibility datapack for croptopia mod and CTOV
,a84VJ7Y9,771370,A simple resource pack to make your XP bar rainbow.
,E8fGzGhh,616586,"A new pbr/pom resource pack that will give you more detail, preserving the vanilla of your game and creating a feeling of your favorite pixelation."
,TjOXlt9Y,885553,Default Connected Textures with Fusion
,beHlML1z,955645,A PVP focused crosshair that changes the vanilla crosshair into a pvp one
,EkrInWCl,350660,"Dark loading screen, GUIs, and elements to make things easier on the eyes!"
,PsMUgCo5,622551,"The biggest, most versatile and feature rich sky pack you will ever find out there."
,uJ0YMl4f,547822,Change RS Strongholds to be in Better Stronghold's style
,7DqvgzpQ,836155,A vanilla styled resource pack that aims to make the game more 3D without killing the traditional pixely style of Minecraft.
,CjZB9nf0,836909,Add support to event items in OR
,R2M9Yj9d,354421,Winter/Christmas-style resource packs for Vanilla Additions.
,re5yGOyz,679166,moon.
,uPCMwj7H,928023,"Use Cobblemon crops (apricorns, berries, roots, herbs,etc) with Botany Pots"
,6ZymelzH,993307,"A retexture of the mod, The Aether. Adapted and made to run alongside the Excalibur resource pack by Maffhew."
,H0lxoIBE,904898,Add Gazebos to Repurposed Structure's villages
,uvpymuxq,380969,Improves the appearance of leaves with high mod compatibility and performance!
,iunZDj0l,869986,Compatibility datapack for beautify mod and CTOV
,eN2UAbCS,355140,"A variation of Vattic's Faithful 32x resource pack. It aims to remain close to its original style, with a few twists."
,pMLZzzF5,858433,Hello Guys we meet again this time this resource pack help you in better and clear vision in minecraft.
,lUrFvZH1,470652,"An amazing 32x PvP texture pack, Celesta immerses you in a world of unparalleled PvP experience that brings you into the battlefield with pure innovation!"
,ZVTx4h1P,554341,Utilizes Caves and Cliffs Mod to enhance RS
,cwUMcX8W,687374,Objective to leave all the Dark gui both base minecraft and mods
,6NpNU321,626693,Makes Advanced Peripherals's houses spawn in RS villages
,7vT7Bwz9,837728,Add a giant Jungle Fortress into the world based on Yung's Better Nether Fortress mod!
,ctsYF3nI,972258,Improve the look of boring and bland Minecraft wolves!
,DasdQ0y9,465262,Makes dragon egg detailed and animated.
,9M4nfwjl,637986,The very first guide pack is back
,hFoOkEdk,509339,Changes the beds to be more fancy and cute!
,quMLCyp9,886331,"We have created a default resourcepack, with some images of the game, but it is also easily customizable just by changing the images."
,Dp3twuO6,977843,Alternative 3D Weapon Models for Mine Cells
,FsygnwFm,422825,Uses glowing borders to make ores easier to spot
,Grn2JrYW,554344,Makes IE's houses spawn in RS villages
,PXOlmnke,821245,You can now take Villagers on a leash!
,TM94CBvz,990393,Improve the look of boring and bland Minecraft ocelots!
,wKu40yBb,876714,Less intrusive fire
,ZemCyvLM,959646,A Modern Resource Pack for GregTech
,wmXxr9ku,859798,A Better and Modern Crosshair that changes the vanilla crosshair
,BFzJ6aQL,384081,"Golden Days is a Minecraft resource pack meant to bring back old textures, lighting, names, and sounds from older versions of Minecraft, like Beta."
,lP7OH3rE,859808,A Sniper and Shooter based crosshair that changes the vanilla crosshair
,NlV6RQjs,335761,Anime texture pack
,ItHr72Fy,572892,"Experience Fullbright UB in Sodium, Optifine and Vanilla"
,nXngdyOv,554338,Change RS Witch Huts to Hexerei's style
,CdRC4fyI,628469,Compatibility add-on for Farmer's delight mod and CTOV
,nELgl6gi,948934,Restores the DarkRPG language text back to the vanilla language
,eshAdv4B,643669,Pokemon Custom GUI Pack
,9aE6Ib8a,943817,Reduces rain and snow obstruction
,hl0bs6jf,821708,
,sPT9u2eL,665218,"Adds skin tone, eye color and eyebrow color variations to villagers."
,ZpBKASR2,478165,A small CIT that attribute custom textures to enchanted books to be more identifiable.
,6DwvxSMP,585361,See Player and Mob Health!
,UiaFErsS,872654,Compatibility datapack between ChoiceTheorem's overhauled village and VillagersPlus mod
,yiTthr0O,918450,A Resource Pack that makes Excalibur compatible with Fresh Animations and Freshly Modded!
,d1nRD7RG,342663,A patch for Programmer Art/classic textures
,JEZ93XXG,551139,Cartoon and clean vanilla look in 8x8!
,jjGcjeIR,886426,The Backrooms in Minecraft.
,wFLeBRkG,503839,"For use with the Advancement Plaques mod, gives them a look of embellished stone."
,Bw7Oyi0i,1096464,"A small, 16x pack adding rudimentary compatibility between Ashen 16x and Regions Unexplored"
,slufHzC2,990406,"This is EMF Player Animation resource pack. Gives fancy animations to the player entity. Compatible with animations from other mods. Like Quark's emotes, Parcool techniques and Not Enough Animations."
,Keq5OmV7,858850,Spices up the look of End Cities in a Vanilla friendly way
,kWgq7eAt,391858,The shadow we deserve!
,50Rh3CqF,657574,Unique textures for every enchanted book with tons of supported mods!
,meCkzj8O,851479,Great looking Resource Pack that adds Shaders to the 1.18 Panorama. | All Versions Supported
,Lle48EBp,393001,Adds an outline to each ore. (Faithful x32 version)
,8zPEQCkL,229122,Thousands of Possibilities in a Pink Block!
,d3JOyUGH,878413,Compatibility datapack between CTOV and BYG mod
,ZrnmXWf6,896735,Adds Fresh Animations compatibility to the More Mob Variants mod.
,3gQXrsPx,554485,Get musical in RS Villages with Etched on!
,6PJbKvJH,834282,Compatibility add-on for Chef's delight mod and CTOV
,7YjclEGc,831385,"Поддерживаемые сущности и предметы, такие как факелы, фонари или зачарованное снаряжение, излучают свет! Серверный мод!"
,e2fAZfFz,1016013,"Forget about the boring look of vanilla chests, now you will have more realistic textures!"
,ZMcqgmIV,663050,Check the health of any mob...
,tqtqwUe3,694918,Add BYG's forager houses to RS Villages
,qbxgGjQ6,737167,A Smooth Modern RPG Font That Is Easy To Read
,NzaimZYw,888328,"Если вам нравятся океаны, то этот дополнительный набор ресурсов к моду Загрузка фона идеально подходит для вас, так как он изменяет фон загрузки игр и заменяет его красивыми океанскими изображениями."
,sDzgzRzB,554354,Преобразование аванпостов RS в стиль Savage и Ravage
,50akz7zH,906447,
,OyWCbj0l,564189,Маленькие мечи и инструменты для PVP (включая PVP Crosshair!)
,LJazX7OI,947578,Фан продлил очарованные книги Ксали
,6udpuGCH,639779,Unique textures for Enchanted Books!
,6GgEjSHS,322713,Добавляет жуткое случайное мигание к блокам портала Края и глазам Края.
,kS4FsCxd,859499,превращает музыкальные диски в маленькие кассеты
,a5ESRz6Q,825234,Добавляет новые дома и рабочие места в деревни РС!
,IjeNkkG5,858484,Новые звуки дождя и грома
,ZbZNRA1g,882133,Боссы шахтеров с обновлённым дублем!
,qaTINtKD,909754,
,BORRKwOq,870000,Упаковка совпадающих данных между перестроенной деревней Theoorem и модой внутривенного вождения
,ivApM40Z,554363,"Сделать так, чтобы структуры РС имели экологические блоки"
,S1rcrDD7,442365,Подключает тонны ванильных текстуров!
,UsixlLlt,385666,Новая конструкция для перекрестка шахтных аппаратов
,VYltvPuN,548717,"Показывает, какие блоки падают без Шелка Тач. Работает с любой пачкой ресурсов!"
,mWmuC2TQ,326778,Сыграй новые тексты Minecraft на старых версиях!
,ARf3yR3v,1096521,"Маленькая, 16x пачка, добавляющая совместимость между Ashen 16x и Visuality"
,IUJGdLaw,627173,Хорошая и Флораль ГУИ обновляет набор ресурсов
,BcDJfnX2,504003,Замена традиционной тотомной текстуры привлекательным аксолотным дизайном.
,u5lozjSP,977313,Кубинская растительность
,oYrEfh82,849740,"Делает руды в Minecraft светящимися и легче видеть в темноте Взгляд, Видимость, Эмиссив, Набросок"
,8tVJRgvq,351202,Винтерский ремонт к по умолчанию!
,GOMwBq8d,926608,"Эта упаковка изменяет насыщение дождя в физикмодном дожде, что приводит к более мягчему и менее энергичному цвету по сравнению с по умолчанию интенсивным синим. Эта корректировка приближает его к внешнему виду реального дождя."
,ZM5PH9W6,412189,"Делает GUI и HUD фанатами - темный режим, конгигурируемость с Repackopts"
,yopVn4E8,580181,Этот набор ресурсов добавляет несколько улучшенную версию ванильного шрифта Minecraft (32x версия)
,tEzYpIwc,807817,Создайте мод эстетику на моде Эврика.
,gfr4403r,408801,"Пакет ресурсов, который делает вещь невидимой."
,5QsxmK1S,813415,Вода зависит от биома для более целостного ландшафта.
,VDTtLGSV,969926,"Этот набор ресурсов направлен на то, чтобы улучшить внешний вид зачарованных книг, и теперь каждая из них будет другой!"
,890hHez9,834277,Упаковка данных о совместимости для &quot; Bountiful mod &quot; и CTOV
,asD9taD4,1006193,"Кларент сохраняет опыт Excalibur, репортируя функции, исправляя ошибки и поддерживая совместимость между версиями Minecraft. Как Excalibur форсирует вперед, Кларент сохраняет прошлое."
,bsBedndu,857188,"Сверкает новая доспеха 1,20 в темноте, сияющая, видимая, эмиссивная, наброски, тримс, 1,20"
,6lrP7ALa,592525,"Полный набор материалов по жалобам LabPBR, который устраняет шум из текстуры Ванильи."
,vZ8CfI8h,925115,"Упаковка данных, добавляющая изменения для Eevee для тех типов, у которых их нет."
,5gU0lpwH,928901,Ванильно-подобные текстуры. Поддерживают моду анимации.
,OEr1cDQd,554351,Спаун Баззиер Пчёлы в деревнях РС
,osPoiuKP,413810,"Этот набор текстуры дает минералы или драгоценные украшения для волшебства инструментов. Это в основном Visual Enchantments, но тематика."
,e67KFc9t,322168,"Анализируя дефолтный стиль и подталкивая его к самым красивым пределам, едва ли приличный поступок строится на поле Minecraft, чтобы принести вам последовательный, чистый, последовательный опыт! Едва ли по умолчанию добавляя месяцы новых деталей, чтобы открыть вашу игру."
,KwbFimmq,344940,Хэллоуин Реконструкция Происшествия По умолчанию!
,d0w6GHbr,794499,"Упаковка ресурсов, которая меняет иконы горячей панели, сердец и бронежилетов"
,5Wz8MWHt,811234,Пакет ресурсов ванильной шахты с улучшенным художественным зрением за счет использования традиционных моделей и текстуров.
,dS7SM6Rb,537217,"STONBORN — ржавчина и простая редакция Gear, вдохновленная фантазией."
,wYGa3J0a,454245,Добавить варианты для коричневых и красных грибов.
,UGEVQ6t9,884709,"Мой взгляд на более красивое земледелие, совместимое с модами"
,CUfOpYVR,571281,Добавляю Кролики в деревни РС!
,RvfAlf4Z,548744,"Комплект справочных материалов, сделанный для того, чтобы улучшить ваш опыт работы с красными камнями"
,DAphTo2f,909676,
,yvtFvpUE,895273,Делает лодки рок (и катится!) в воде
,ab1yZ2md,670120,"Добавить в Skeletons варианты, зависящие от Biome. Strays и Wiser Skeletons также получают несколько вариантов."
,CTAstxQN,376961,"Упаковка, добавляющая визуальные индикаторы к зачарованным предметам"
,gksxFwJ1,946842,А Ретро-реактивный шрифт RPG
,bDPrulz9,636912,"50 + Mods поддерживается, VT Smooth Flown, Δ MC - 1,18 - 1,21.3"
,9SBmGqnV,905517,Он добавляет в игру простые 3D блоки.
,70yluNSI,711916,Совместимость добавок к моду-носительу и CTOV
,CFeoJnHX,682954,Минимальный набор ресурсов PBR для модуля создания.
,SoYbSOGW,666290,Обычный набор GUI-Grldridge
,MhBq4iya,1017176,"Новые модели и анимации, переворачивающиеся гнездышки, расчленение и многое другое!"
,N7pdPOrX,864063,"SMART BOOST — минималистский пакет текстур, который вдохновляет графики трейлеров Minecraft. Очень минимальные и гладкие графики с прохладной и красивой внешностью. SMART BOOST — 16 пиксельный пакет текстур. Версия с 1.16 по последний раз."
,L16BPBvl,904988,Добавляет освящения Паладина в деревни РС!
,GVW3MpmB,353232,Рождественская реставрация « Неисчислимого опыта »!
,FmYJLZx3,286633,
,Gm2RS5fW,943350,Заменяет звуки Epic Fight на звуки Sekiro.
,ENCwFpBk,845819,"Добавляет иконы покемона, найденные в моде Кобблемона, в JourneyMap в стиле Pixel или Shuffle!"
,fyGliXG0,648065,Упаковка данных о совместимости для большего числа деревенских модов и ЦТОВ
,dtUxfCNZ,904131,
,DxTxvV0E,949260,"Стекло становится невидимым, и пятна чисты."
,iV0hpqLt,704940,Добавляет рецепты дровяных катеров для BetterEnd
,irAi0fTI,497571,Грудь снова открыта!
,BkTdFBUU,813185,"Эстетическая, исполнительная пастельская пастельская коробка с несколькими цветами."
,Q8Pek4aC,827450,
,6vhHOIKw,861241,makes зачарования names have icons and colors for enchanted books and предметы and colored enchanting
,tGPo774G,779808,Скрипчатый и чистый шрифт
,OrWwrISO,366938,Удалить энхантный глинт по всем позициям
,DWUyH6Mk,1096470,"Маленькая, 16x пачка, добавляющая совместимость между Ashen 16x и Appleskin"
,BULmW8dH,697994,"Drown's Instrument Tweaks — набор ресурсов, предназначенный для того, чтобы сделать ваниль и модифицированные инструменты более последовательными и добавить вариации."
,Rspf9Ia2,492872,В Brewing Stand UI есть гид для вариации в игре.
,Y7dBqGlW,663524,"Стилизованная тема LabPBR Resources Pack, сделанная с нуля."
,MnivJnH2,1096459,"Маленькая, 16x пачка, добавляющая примитивную совместимость между Ashen 16x и усовершенствованным неферитом"
,4YkvO5Rp,682643,"Свежий, но знакомый рисунок пикселя 16x16 для Minecraft"
,B8XiXauo,897045,Датапак совместимости между CTOV и модом Iron's Spells 'n Spellbooks.
,a79auWZr,353554,
,wH6e4Ark,878091,"Музыка Ender Dragon Battle Resourcepack, использованная в Ender's Journey Modpack"
,jbhXFk8s,513233,"Реалистичные 64x Minecraft Пакет с PBR, POM и заказные модели с загрузкой 3M+ по платформам"
,LQaHxbyh,994247,"Полное изменение интерфейса, пуговицы, слоты, индикаторы и многое другое!"
,uBgJtPlZ,903050,Добавляет к торговле на благо деревенских жителей Plus
,ADTDsWVN,842285,Заменяет скучные сообщения о смерти Minecraft забавными уникальными!
,rOWBH37D,909772,
,oOmzVcny,379555,Будущая текстура ваниль для шахтных аппаратов
,2CHnCFZX,298082,"Сертификат материалов от Андроида, теперь на Minecraft, выделен жирным шрифтом."
,eJJZdOOj,489807,Это задний проход от Лума к нижнему лимузину.
