name,modrinth,curseforge,description
,iHC8BZn4,1040578,"Atmosphärisches, hochgradig anpassbares Horror-Shader-Paket, der Nachfolger von Insanity Shader."
,6uJCfiCH,921717,Eine schrecklich modifizierte Version von Complementary Shaders.
,by2i3tnt,1093481,Körperkameraeffekt hinzugefügt.
,w8N6pbsN,758336,"OPAL Shaders ist ein Minecraft Java Edition-Shader-Paket, das auf den von Capt Tatsu erstellten BSL Shaders basiert. Es wurde entwickelt, um eine Fantasy-Atmosphäre mit natürlichen Farben und Kontrasten zu verbinden und dabei dem ursprünglichen Stil von Minecraft treu zu bleiben."
,pgzM6RBY,1085570,Shader-Paket für Minecraft: Java Edition. Es orientiert sich an der ursprünglichen Ästhetik.
,BkTdFBUU,813185,"Ein wunderschönes, leistungsstarkes Pastellfarb-Shader-Paket mit mehreren Farbvoreinstellungen."
,CiFGzRV9,969143,"Ein Shaderpaket, das die Grafik deines Spiels verbessert und dabei im Vanilla-Stil bleibt."
,,273654,
,YU49BElv,676136,Ein einfacher Vanilla-Plus-Shader mit Screen-Space-Reflexionen! In Alpha!
,sAZ9WsJP,1159841,"Gruselige, spannungsgeladene Shader, die deine Nerven kitzeln."
,e2fAZfFz,1016013,Vergiss den langweiligen Look von Vanilla-Truhen – jetzt bekommst du realistischere Texturen!
,BUxf36AP,1113130,"Shaderpaket mit malerischer Ästhetik für Leute, die das Spiel wirklich spielen wollen. Schonend für Augen und Computer!"
,4kHmJd4i,508365,Ein Hochleistungs-Shaderpaket mit großartigen schattenlosen Grafiken und PBR-Unterstützung.
,yhuqxlbn,1038016,"Ein sehr Vanilla-naher Hochleistungs-Shader mit Live-Textur-Upscaling/Filterung und optionalen Schatten. Dezent verbessertes Vanilla-Gefühl, konfigurierbar."
,Ah4Q0Hhi,1112674,"Ein Shader, der Minecraft nur mit ASCII-Zeichen rendern lassen soll!"
,XaonJnsc,1167228,Retro-stilisierter Shader mit CRT- und VCR/VHS-Artefakten.
,LTvf5Tji,1155908,"Eine hochgradig anpassbare, schöne und schnelle Bearbeitung von MakeUp - Ultra Fast Shaders!"
,lLqFfGNs,1110131,Ein gameplay-fokussiertes Shaderpaket mit halbrealistischem Stil.
,1BZ68dI8,1092607,"Ein Shader, der hohe Performance mit neuen Features und großer stilistischer Vielfalt verbindet!"
,bNFqrJXS,996289,"Ein einfaches, aber sehr gutes Motion-Blur-Paket für schwächere Systeme, das das Vanilla-Erlebnis verbessert!"
,7eXucZxq,331780,Vanilla-Minecraft mit ein bisschen Extra!
,D5k8BTVz,883885,"Verbessert die Optik, ohne das Gameplay zu stören."
,BWnGghPW,1058040,Fügt einen VHS-TV-Effekt-Shader und MEHR hinzu.
,tLyAc6iV,1086316,"Ein stilisierter Shader, der dein Spiel retro aussehen lassen soll!"
,Kqx96bgP,914435,"Energy Shaders für Java. Ein Vanilla-Minecraft-Shaderpaket, das das Spiel lebendiger und ästhetischer macht und Minecraft einen völlig neuen Stil verleiht. Kein Optifine/Iris erforderlich!"
,hgAKxFQg,1078762,"Basierend auf Complimentary Unbound; ein wunderschön farbenfroher Vanilla+-Shader, der das Spiel gut aussehen lässt und dabei gute Performance und Vanilla-Gefühl bewahrt."
,5aFJgbak,1091924,Fügt Motion Blur in Minecraft hinzu.
,HpOC6pyc,665460,Shader für Schönheit.
,SvynK6FG,1109406,Lässt die Welt zum Winter werden.
