name,modrinth,curseforge,description
,8BmcQJ2H,388172,"3D-Animationsbibliothek für Entitäten, Blöcke, Gegenstände, Rüstungen und mehr!"
,dZ1APLkO,430735,"Mod, der die Verwendung alter Kampfsysteme und alter Animationen in Minecraft ermöglicht."
,U6GY0xp0,924854,"Erkunden Sie sechs neue seltene Höhlenbiome, die unter der Oberfläche der Oberwelt verborgen sind ..."
,uy4Cnpcm,228525,Open-Source-Bibliothek für andere Mods!
,EltpO5cN,615106,"Ein Mod, der sicherstellt, dass niemand Beute verpasst! Alle Lootboxen sind für jeden Spieler individuell und optisch einzigartig."
,s9hF9QGp,581009,Kostenlose individuelle Umhänge und Dekorationen für Minecraft
,bSkHUVQQ,268647,"Fügt einen Block zum Speichern von Erfahrungspunkten hinzu, der für alle Spieler zugänglich ist"
,qwvI41y9,911437,"Ein einfacher und konfigurierbarer Mod, der alle Strukturen (einschließlich Packs und Mods) verstreuter (oder häufiger!) macht und sie im Wesentlichen seltener/leichter zu finden macht. Nützlich in großen Modpacks, die eine große Anzahl von Struktur-Mods enthalten, um die Erkundung zu fördern"
,iAiqcykM,561885,Drücken Sie zum Zoomen die Tastenkombinationen und passen Sie das Zoomverhältnis mit dem Mausrad an!
,XaDC71GB,936015,"Bibliotheksmodul, das neue Konfigurierbarkeits- und Kompatibilitätsverbesserungen für die Weltgeneration bietet"
,YL57xq9U,993524,"Ein moderner Minecraft-Shader-Pack-Loader, der so konzipiert ist, dass er mit vorhandenen OptiFine-Shader-Packs kompatibel ist"
,cpRkny9R,331723,"Zusätzliche Blöcke/Gegenstände aus Bambus hinzugefügt, kompatibel mit Forge und Fabric"
,IAnP4np7,871698,"Ein Zusatzmodul für Create, das die natürliche Generierung von Strukturen ermöglicht, die frühe Create-Geräte und -Elemente enthalten."
,5lvjfaRs,882993,Entfernen Sie unnötige Informationen aus Debug-Bildschirmen.
,mb68eIfx,545467,Erkunden Sie ein riesiges und wunderschönes Dorf im Himmel!
,1W98a849,535291,"MCA Reborn ist ein Minecraft-Mod, der die Funktionalität von Dorfbewohnern erheblich erweitert, indem er Interaktionen, Heirat, Kindererbe und mehr hinzufügt!"
,ZP7xHXtw,833233,"Lassen Sie Ressourcenpakete im Hintergrund laden, damit Sie während des Wartens andere Dinge tun können!"
,3azQ6p0W,398502,Bestimmte Welten können Sie zu Ihren Favoriten hinzufügen/anheften/zu einem Lesezeichen hinzufügen. Sie stehen dann immer ganz oben in der Liste und können nicht gelöscht werden.
,LN9BxssP,438332,Config Lib erleichtert die Arbeit mit Konfigurationsdateien ein wenig.
,P2rffivS,312040,Kern- und Bibliotheksmods für meine anderen Projekte
,MI1LWe93,561625,"Ein Mod, der den ursprünglichen Creeper komplett neu erfindet!"
,MEbCLGFC,242436,"Mit JSON können Sie Erzerzeugungseigenschaften hinzufügen, entfernen und anpassen"
,lWDHr9jE,686836,"Die Weltgeneration wurde drastisch verändert, indem Berge, unterirdische Flüsse und mehr hinzugefügt wurden!"
,u4fsP72v,687086,Fühlt sich das Gemälde zu statisch an? Probieren Sie Funky Frames
,MdwFAVRL,687131,Pokémon-Mods für Fabric und NeoForge
,lyvwxqAy,890301,Umfassender Skill-Tree-Mod mit Fokus auf Kampfspezialisierung (Karriere)
,L1RT5SJc,377835,Fügt dem Create Mod einen Visierhelm und einen gepanzerten Rückenpanzer hinzu
,n1EbSfq3,820727,"Ein Waffen-Mod, der sich auf Überlebensfortschritt, Gameplay und Waffenanpassung konzentriert!"
,OuVm7tLU,964594,Machen Sie GTCEu kompatibel mit Nutrition(UEL)!
,aT8BzaOj,258587,"Gegenstände liegen auf dem Boden, Holz schwimmt im Wasser, Steine verbrennen nicht in Lava, Rechtsklick zum Aufheben von Gegenständen aktivieren, ..."
,jUlR3XZM,591861,"Erstellen Sie ein Thema für FTB-Quests, das kapitelweise oder global verwendet werden kann. Hochgradig anpassbar."
,yHf7SALy,652113,Beschleunigen Sie die Berechnung von Entity-Animationen!
,aEK1KhsC,391656,"🔆 Drücken Sie die G-Taste, um die Helligkeit/Gamma im Spiel zu maximieren und Nachtsichteffekte zu erhalten."
,rEuzehyH,291936,Suchen Sie nach Artikeln in nahegelegenen Containern
,VS1a14jA,941096,Polymorph-Unterstützung für Applied Energistics 2.
,5faXoLqX,520110,"Eine Mod-Bibliothek mit neuen Ereignissen, Helfern und Dienstprogrammen, die das Leben von Moddern einfacher machen."
,eEpWUjwq,506624,"Hilft Kreaturen, aus der Ferne zu sehen"
,qmCh2PxS,694349,Dekorieren Sie Ihr Zuhause besser mit Möbeln!
,5ZwdcRci,686911,Beschleunigt das Rendern im Sofortmodus in Minecraft
,8oi3bsk5,513688,"Erkunden Sie fast 100 neue Biome, die aus Realismus und leichter Fantasie bestehen und nur Vanilla-Blöcke verwenden. Komplett mit mehreren immersiven Strukturen, die zum veränderten Gelände passen."
,p19vrgc2,854949,"Mit Fusion können Ressourcenpakete zusätzliche Texturen und Modelltypen verwenden, z. B. verbundene Texturen!"
,AtB5mHky,945479,"Lässt Sie sehen, ob der Spieler in der GUI tippt, im Leerlauf, mit coolen In-Game-Grafiken"
,sH9tXU9f,840734,Pumpen von flüssigem Brennstoff in den Flammenbrenner
,twkfQtEc,499980,"Dynamische Datenpakete und Registrierungen, Dorfbewohneraktivitäten, benutzerdefinierte Kartenmarkierungen und mehr"
,r0v8vy1s,548115,Effiziente und ortsunabhängige Redstone-Staub-Implementierung
,Ha28R6CL,308769,"Dies ist ein Modul, das die Programmiersprache Kotlin für Fabric-Module aktiviert."
,uLbm7CG6,527334,Reduzieren Sie Ladezeiten und bieten Sie Fallback-Unterstützung für Sprachen
,G6VHtQr4,463826,Eine Bibliothek zum Teilen von Code zwischen Minecraft-Mods.
,4fCwcdXD,299045,Der mystischen Landwirtschaft wurden abgestufte Kristalle hinzugefügt.
,ziOp6EO8,693313,"Ein Bibliotheksmodul, das allgemeinen Code für das Corgi Taco-Modul enthält."
,EiEOyeoL,368718,CraftTweaker-Unterstützung für Just Enough Items hinzugefügt
,yWSAtnfH,1084468,Bestellmenü für BisectHosting-Server
,tTPzEplo,494133,"Computer, Tastatur, RGB, was braucht ein echter Gamer mehr? !"
,40FYwb4z,397876,"Ein Kernmodul und eine API, die Entwicklern über Entitätseigenschaften Zugriff auf die Elytra-Flugmechanik bietet."
,z3TzcquW,925511,"Korrigieren Sie das Mal-Rendering, verbessern Sie die Leistung und ermöglichen Sie benutzerdefinierte Modelle"
,bcOsQHnC,481655,"Der Female Gender-Mod führt zusätzliche Optionen zur Anpassung des Spielermodells ein, einschließlich der einzigartigen Möglichkeit, Ihrem Charakter eine persönliche Note zu verleihen."
,REH0O240,825617,"Machen Sie Mod-Server einfacher zu finden, indem Sie sie im Spiel finden!"
,eUbrlzyb,284523,
,ZsrrjDbP,953637,"Ein elegantes – möglicherweise feindseliges – Schiff, das auf den sieben Weltmeeren verloren gegangen ist ..."
,vvuO3ImH,394941,Eine flexible und erweiterbare Zubehör-/Ausrüstungs-API für Benutzer und Entwickler.
,yD9qW65f,931925,Bietet Embeddium/Sodium zusätzliche Leistungs- und Qualitätsmerkmale für ein verfeinertes Erlebnis
,P0Mu4wcQ,401236,"Verschiedene Schatzgegenstände hinzugefügt, die durch Erkundung gefunden werden können"
,VZWuyRVr,441114,Geben Sie jedem verzauberten Buch in Minecraft eine einzigartige Textur!
,t5W7Jfwy,319596,"Ermöglicht Ihnen, die Größe der meisten Elemente zu ändern und ihre Proportionen zu verkleinern oder zu vergrößern"
,e0M1UDsY,526606,"🎓 Collective ist eine gemeinsam genutzte Bibliothek für alle Serilum-Module, die gemeinsamen Code enthält."
,Ib1hetHL,451558,Die Kernkomponente aller Lyøn Mods-Mods.
,edU0NbZZ,681606,"Es wurden Hämmer hinzugefügt, die in den Bereichen 3x3, 3x3x3, 5x5x1, 5x5x3 und schließlich 5x5x5 abbauen können! Sie sind großartig."
,fgmhI8kH,623908,"Verbessere und erstelle neue Dörfer und Raider-Außenposten, die perfekt in deine Minecraft-Welt passen."
,nkTZHOLD,704136,"Eine API zur Unterstützung verschiedener Mod-Loader, die Grundlage für Mods wie Factocrafty"
,Fnrzx9Jl,676811,Ermöglicht Modpack-Entwicklern das Definieren von Standardservereigenschaften. Wird normalerweise für Einstellungen wie den Standardwelttyp verwendet
,JuksLGBQ,619986,Implementieren Sie extrem schnelle benutzerdefinierte GUI-Texturen auf Fabric und Quilt mit integrierter Unterstützung für benutzerdefinierte GUI-Ressourcenpakete von OptiFine
,3mW8PdUo,646464,"Ein einfacher Mod, der Ihre Koordinaten im HUD im Spiel anzeigt."
,gedNE4y2,658587,Fügen Sie den Spielern Animationseffekte hinzu
,FTeXqI9v,905861,"Create: New Age ist eine Erweiterung des Create-Moduls, die die Integration mit Elektrizität hinzufügt."
,2u6LRnMa,704113,"Eine plattformübergreifende API, die die Übertragung und Speicherung von Gegenständen, Flüssigkeiten und Energie sowie andere nützliche Funktionen für Entwickler vereinfacht"
,DPyowF4K,690674,"Eine Erweiterung des MrCrayfish-Schusswaffenmoduls, die eine große Anzahl realistischer Schusswaffen hinzufügt"
,fzSKSXVK,583228,Ein einfaches Modul zum Erstellen geplanter Backups
,eNNKPxg3,913405,"Plugin-Mod für Expanded Combat, der Kompatibilität mit Duskwood hinzufügt"
,r4Knci2k,906239,"Ergänzung zum Modul Erstellen, Hinzufügen neuer Möbel."
,xSfkjdDu,377448,Fliegen Sie zu anderen Planeten und darüber hinaus!
,qRidloO4,345023,"🥛 Ermöglicht Schafen, Alpakas, Schweinen, Eseln, Pferden und Maultieren, einen Eimer Milch zu produzieren."
,J5CVo2fm,356349,"Ein Mod, der einige Kopierfehler behebt."
,rOUBggPv,454372,Die Kernbibliothek von SuperMartijn642 fügt viele grundlegende Implementierungen hinzu und ermöglicht die Verwendung von ähnlichem Code zwischen verschiedenen Minecraft-Versionen!
,cKLIJfSz,605554,Ein neues Biom im Kirschblütenbaum-Stil mit individuellen Strukturen und einem neuen Dorftyp!
,abooMhox,367178,"🌲 Benutze eine Axt, um im Handumdrehen ganze Bäume und Riesenpilze zu fällen. Begrenzt den schnellen Blattverfall und die Setzlingsplatzierung."
,o6qsdrrQ,927564,Ein überentwickelter Skalierungs-Mod von Nolij
,nrJ2NpD0,552277,Ermöglicht Ihnen die Steuerung und Anzeige von Musik in Ihrem Spiel!
,dCKRaeBC,912441,Inoffizieller (Neo)Forge-Port von Litematica. Ein moderner Minecraft-Client-Schema-Mod.
,SFO4Ca80,525510,Der Masa-Mod-Serie wurden einige Funktionen hinzugefügt.
,lhGA9TYQ,419699,Eine Zwischen-API zur Vereinfachung der plattformübergreifenden Mod-Entwicklung.
,72GXx2MO,284324,Emojis in Minecraft hinzufügen
,TLZe11Uj,620928,"Die Fabric-Version von Apotheosis portierte, modifizierte und erweiterte viele Systeme"
,KX1XC0Oo,915324,Formations Overworld fügt der Hauptwelt eine Menge neuer Strukturen hinzu!
,TyTPFOiF,429926,"Machen Sie einen Screenshot des Spiels, wenn Sie eine Welt oder einen Server verlassen, und zeigen Sie ihn an, wenn Sie wieder beitreten."
,Tg5fXO1x,577850,"Eine Vielzahl tragbarer Werkbänke, beispielsweise tragbare Basteltische, wurden hinzugefügt"
,zFCKsjVY,901658,Rendern Sie Rüstungsmuster dynamisch!
,2eT495vq,670986,Ein Performance-Mod zur Optimierung der Minecraft-Speichernutzung.
,FGlHZl7X,687497,"Der Vorgänger von End Remastered, The Lost Castle, führte eine riesige Burg ein. Im Inneren liegen endloser Reichtum und die Geheimnisse einer längst verlorenen Zivilisation ..."
,xl3myxch,550778,Für alle ApexStudios-Module erforderliche Bibliotheksmodule
,Lq6ojcWv,574409,"Enderman Overhaul fügt über 20 neue Enderman-Varianten hinzu, jede mit einzigartigen Sounds, Modellen und Animationen!"
,WXDvMkR5,429291,Deaktivieren Sie die Warnschnittstelle für experimentelle Welteinstellungen
,IKARgflD,458048,"Können Zäune diagonal verbunden werden? Moment, das ist nicht legal."
,lo90fZoB,845831,"Ein Baum-Quest-Mod, der es Paketautoren ermöglicht, komplette Quests für Spieler zu erstellen und einzubinden"
,VXgaJQ9n,386320,"Ein Modul, das auf dem FPS-Spiel A.V.A basiert und Schusswaffen und andere Inhalte hinzufügt"
,KuQueJOG,635510,Warden Tools fügt neue Warden-Ausrüstung hinzu und überarbeitet die Beute der Ancient City komplett.
,eXrl5E3G,656526,"Datengesteuertes Block- und Artikel-Enthüllungssystem. Entdecken Sie, während Sie erkunden!"
,DjLobEOy,626761,"Peppen Sie Ihre Welt mit neuen Dörfern, Plünderer-Außenposten und sogar neuen Schiffen auf!"
,T3yEYSUT,880620,Der Kern-Mod für alle Luna Pixel Studios-Mod-Pakete.
,a7yNQPzW,579177,"Eine inoffizielle Erweiterung von ProjectE, die eine EMV-Anzeige, mehr Möglichkeiten zur passiven Erzeugung von EMV usw. bietet."
,oHGMwNDR,809542,"Das Dorfbewohner-Erweiterungsmodul fügt eine Vielzahl von Dorfbewohnertypen, Handelsinhalten und exquisiten Arbeitsplätzen hinzu."
,WwbubTsV,374274,Ihre Wahl wird respektiert.
,m3pkVbY8,857972,"Eine einzigartige Box, die in der Nähe fallengelassene Gegenstände automatisch einsammelt, sehr nützlich!"
,PRHeWeBs,881586,"Erstellen Sie ein Zusatzmodul mit Schwerpunkt auf Endblöcken. Erleben Sie die Kraft von Void-Motoren, Void-Boxen und Void-Tanks zur einfachen Übertragung von Rotationskräften, Objekten und Flüssigkeiten."
,EPteDGlY,438668,Fügen Sie beim Aktivieren von Wegpunkten Markierungen zu alten Karten hinzu
,ordsPcFz,351264,Integriert den Kotlin-Sprachlader und stellt ein optionales Toolset bereit
,TaSmHw8V,904471,"Ärgern Sie Ihre Freunde, indem Sie individuelle Melodien auf verschiedenen Instrumenten spielen!"
,OK421ZCh,682644,Blühen: Züchte Blumen zum Färben oder gestalte Blumensträuße! [Stoff/Schmiede]
,LPuJjiQz,890745,"Wenn ein legendäres/glänzendes Pokémon erscheint, senden Sie eine Nachricht an alle Spieler auf dem Server"
,Q3vyMuj2,353942,Erzeugt Schnee unter Bäumen in verschneiten Biomen
,Aqlf1Shp,889079,Fabric-API basierend auf NeoForge implementiert
,OoOVj3J3,323976,"Optimieren Sie In-Game-Modelle, um flüssigere Animationen und detaillierte Spezialeffekte zu erzielen"
,Nn8Wasaq,867099,Die Kernbibliothek der Module des Entwicklungsteams HypherionSA und First Dark
,E9sX1ncV,256822,"Einfacher GUI-Editor, der Elemente/Blöcke/Entitäten in der aktuellen Welt ändern kann"
,sMHZd2kw,912104,"Machen Sie die Verteilung aller Strukturen verstreuter (wesentlich seltener), verbessern Sie die Erkundungsherausforderung/reduzieren Sie das Gefühl der Wiederholung"
,Dd6vT4jF,933502,Erweitern Sie Ihren einzigartigen Kampfstil und Ihre Waffenfähigkeiten mit dem Epic Combat Mod!
,38pHU3u5,409341,"Benutzerdefiniertes Portal: Verwenden Sie einen beliebigen Block, um ein dimensionales/gleichdimensionales Portal zu erstellen"
,J81TRJWm,416797,Ein weiterer langweiliger Bibliotheks-Mod
,G1hIVOrD,570073,Ressourcenbibliothek
,hIZHlLOF,890565,"Horror-Mod: Füge Monster hinzu, die dich verfolgen"
,koiNUJ8V,613215,Aktiviere deine Welt mit Tieren!
,x02cBj9Y,615459,"Fügen Sie dem Statuseffekt-Overlay einen anpassbaren Fortschrittsbalken hinzu, der die verbleibende Dauer anzeigt"
,jorDmSKv,593981,"Mächtige Fackel: Verhindert, dass Monster in einem großen Gebiet spawnen"
,KhJx1K92,689943,"🎃 Horrorthema 2022: Helfen Sie dem Kürbismetzger! Enthält benutzerdefinierte Begegnungen, Belohnungen und Bosskämpfe. Zerbrich den Kürbis, um ihn hervorzubringen – tauche mit diesem Mod im Halloween-Stil in die Geschichte ein!"
,s4OWxYQQ,855414,Classic RPG Magic Mod (Eisenzauber- und Zauberbuch)
,SwolYSb8,502786,"Erweitern Sie das Ende auf einzigartige Weise: komplexe Biome, Kreaturen und Materialien (auch bekannt als „erleuchtetes Ende“)"
,XpzGz7KD,876199,"Anpassbare Flügeldecken: Unterstützt Dekorationen, Flaggenmuster usw.!"
,mnLFouB0,916493,Pferdewagen und Pflüge unterstützen jetzt 1.20!
,eWX2m1eM,870250,Inoffizielle 1.19/1.20-Portierung des Eidolon-Moduls
,1OE8wbN0,665526,Farbfunktionsbibliothek: Bietet umfangreiche farbbezogene Funktionen für abhängige Module
,9s6osm5g,348521,Minecraft Mod-Konfigurationsbibliothek
,fRiHVvU7,580555,Ein umfassender und benutzerfreundlicher Artikel- und Rezept-Viewer
,cMppH5SJ,225635,landwirtschaftliche Expansion
,uEfK2CXF,240630,"JEI-Erweiterung: Fügen Sie Details zu Kreaturen, Weltgeneration, Dorfbewohnern und mehr hinzu!"
,hI3Tmydh,707734,Das Hinzufügen von Schleimpuppen zu MC ist ein guter Helfer beim Auffinden von Schleimblöcken!
,F33t24Wi,418915,"Anpassbares Modul zur Strukturgenerierung, das Schreine, Tempel, Häuser und andere Strukturen hinzufügt (Forge-Version)"
,iu1jkWqa,260912,"Hochoptimiertes Pipelinesystem für die Übertragung von Gegenständen, Energie, Flüssigkeiten und Informationen"
,kU1G12Nn,439890,Tochtergesellschaft gründen: Verbindung von Energie- und kinetischen Energiesystemen
,yM94ont6,353890,"Bei einem Absturz können Sie zur Titeloberfläche zurückkehren, um das Spiel ohne Neustart fortzusetzen und das Absturzerlebnis zu optimieren"
,JMOE5Khs,282613,Erforderliche API für immersive Eisenbahnen und andere Zugmodifikationen
,ErpAAAaf,510974,Verbesserte Interaktion mit Gegenständen
,Xg35A4rS,239197,"CraftTweaker ermöglicht Modding-Paketen und Servern, um das Spiel anzupassen: Rezepte ändern, Ereignisskripte schreiben, Befehle hinzufügen und sogar Gegenstandseigenschaften ändern!"
,DghO0R02,383129,Verbundenes Glas: Neu hinzugefügte Glasarten mit verbundenen Texturen!
,HMNV4z01,560323,Beheben Sie das durch MC-246262 verursachte Deadlock-Problem
,KNUSlHiU,666941,"Sie hatten keine Ahnung, dass der Dreizack auf diese Weise verwendet werden könnte!"
,jawg7zT1,594750,"Staub-Mod: Erzeugt weiße Aschepartikel in Basaltdeltas unter der Erde, um Staub zu simulieren!"
,xDjN28OB,469658,Origins-Zubehörmodul (inspiriert vom Original)
,kYq5qkSL,310205,Ändern Sie den Vollbildmodus in ein randloses Fenster
,POQ2i9zu,551364,"Wiederauferstehung vergessener Kreaturen, die die Kreaturenwahl verloren haben, wobei das ursprüngliche Konzept erweitert und Vanille-ähnliche Funktionen hinzugefügt werden. Enthält: Kupfergolem, Krabbe, Growler, Moohua, Icemancer, Unruhestifter, Tuffgolem, Wildfire, Illusionist, Zombiepferd"
,DFqQfIBR,297038,Passen Sie Ihre Spielstatusanzeige in Discord vollständig an!
,uWrs8XlB,652202,🔧 Fügen Sie praktische und interessante Inhalte zu Create hinzu
,6FtRfnLg,663658,Minecraft Elytra-Flugsimulator
,6AQIaxuO,455982,Was zum Teufel ist das?
,HyKmtI3L,551140,🔨 Alle metallhaltigen Gegenstände können in Schmelzhütten zu Rohstoffen recycelt werden
,FYpiwiBR,913445,Connectors lassen sich in APIs von Drittanbietern integrieren
,QIt10I7z,920423,Dungeons & Taverns: Ein eigenständiges Spin-off der Überarbeitung des Pillager Outpost
,FxXkHaLe,856548,✨ Beschütze und heile Teamkollegen als Paladin oder Priester
,HUVG5gEu,940827,"Eine Vielzahl einzigartiger Dreizacke hinzugefügt, die synthetisiert werden können, sowie Stichwaffen wie Speere und Harpunen!"
,rrwQMaWQ,510234,Praktische Kamera-Tools
,2ecVyZ49,537533,Beschleunigen Sie das Laden der Welt
,ftdbN0KK,615134,Bad Packets unterstützt die Paketkommunikation zwischen verschiedenen Modulplattformen
,Yd4wb5wZ,574913,Füge deiner Welt ein paar neue Freunde hinzu!
,SNIKP4CT,915336,Verschiedene Fledermäuse und einzigartige Beute für Halloween hinzugefügt.
,jhxX1zVW,282837,Dieser Mod fügt Bergarbeitereinheiten ähnlich wie BC Quarry hinzu.
,K01OU20C,318449,"Eine einfache, modulare und extrem schnelle API zum Anhängen von Daten."
,iJNje1E8,308663,Kein magischer Mod · Schwerkraft und Ansammlung von Schnee · Schneebedeckte Blöcke · Einstellbare Schneephysik
,ox3rDp1B,403858,"BedrockIfy ist ein Fabric-Modul, das nützliche Funktionen von der Bedrock Edition in die Java Edition überträgt."
,gMWAhU1n,794452,"Ein Würfel, der sowohl dekorativ als auch funktional ist!"
,nBaXIQY9,877553,"Entdecken Sie neue Endbiome, verbotene Magie und andere verrückte Inhalte."
,w7ThoJFB,574741,Unterstützt unbegrenzt anpassbare Perspektivenskalierungsmodule.
,Kn7xyQ1v,631098,"Das Höhlenerweiterungsmodul umfasst neue ökologische Bereiche, Kreaturen usw."
,KdJhOYVV,569737,Der Welt wurden antike Ruinenstrukturen hinzugefügt.
,EOig9U0j,666940,Handeln Sie immer noch manuell? Lassen Sie diese faulen Schweinchen die Arbeit für Sie erledigen!
,7YM5AXYm,952356,😍 Die Abklingzeit beim Anlocken von Tieren mit Futter wurde entfernt.
,AWGqBEjs,78726,Ein von One Piece inspirierter Abenteuer-Mod
,2SpZYGNn,358877,"Der Industrial Rebirth-Mod bietet ein einzigartiges Erlebnis mit neuen Maschinen, Powerrüstungen, Werkzeugen, Generatoren und mehr!"
,rLLJ1OZM,237749,Gemeinsam genutzte Bibliotheksdateien für Module der Corosus-Serie
,gF3BGWvG,636608,"Funktionen zum Blockieren von Territorien und Spielerteams hinzugefügt, kompatibel mit der Xaero-Minikarte"
,kt3BLgXB,703792,Erkunden Sie die einzigartigen Strukturen und neuen Biome jedes ökologischen Bereichs im Nether.
,VsM5EDoI,382216,Die Kern-Framework-Bibliothek der Module der Abnormals-Serie
,UiFDlI7w,566142,"Schlittenfahrzeuge, weihnachtliche Blöcke und Dorfbewohner-KI"
,fRbqPLg4,385463,Fabric-Bibliothek zur Unterstützung von Moddern bei der Verwendung von Shader
,eA8SXqWL,363949,Eine Fantasy-Dimension voller Bienen – Honig zu stehlen bringt den Schwarm in Rage!
,SJUXA0ne,276829,Über 200 Druckplattenvarianten basierend auf Vanilla-Blöcken.
,4H6sumDB,915902,"Ein Erweiterungspaket mit komplementärer Beleuchtung und Schatten, das weitere optionale Spezialeffekte und Einstellungen bietet."
,Tkikq67H,659110,Unerforschtes Land: Ein umfassendes Überwelt-/Unterwelt-Innovationsmodul mit über 70 neuen ökologischen Bereichen.
,BVgHoKxg,871962,Sniffer Beast-Erweiterung: Ökologische Domäne der alten Höhle und zugehöriges Pflanzensystem hinzugefügt.
,1eAoo2KR,667299,Minecraft-Konfigurationsbibliothek basierend auf dem Builder-Modus.
,b5GyyYkp,395547,Unterstützung für Zubehörslots für Totem of the Undying (früher bekannt als Talisman of the Undying/Accessoires) hinzugefügt.
,Z2mXHnxP,1015118,Ein komplettes Remake von Nether Fortress!
,AVq17PqV,686435,"Nach dem Fällen von Bäumen verschwinden die Blätter schnell, sind leistungsstark und mit anderen Modulen kompatibel."
,reCfnRvJ,913587,Eine inoffizielle Multiplattform-Portierung der dynamischen Lichter von LambDynamicLights.
,DT56YDir,593958,"Stärke das Verzauberungssystem! Alle Werkzeugwaffen können verzaubert werden und eine unbegrenzte Anzahl an Armbrüsten und plündernden Dreizacken warten darauf, von Ihnen erlebt zu werden."
,1IjD5062,531351,Fabric-Modul zur effizienten Verbindung von Texturen
,DWIEOniQ,284497,Vollständig anpassbarer FE-Energie-Jetpack-Mod!
,GchcoXML,581495,Inoffizielle FML-kompatible Version von Iris Light and Shadow
,wGoQDPN5,667903,Ein universelles Minecraft VR-Modul für alle Plattformen!
,US6QuKdU,858101,"Probleme mit dem Bildschirmaktualisierungsprotokoll und Absturzproblemen, die durch doppelte Entitäts-UUIDs verursacht wurden, wurden behoben."
,qOQALrK4,676174,"Ein leichtes Modul wurde behoben, das nach der dimensionalen Teleportation einen abnormalen Erfahrungswert verursachte"
,9eGKb6K1,993039,Aktivieren Sie den Voice-Chat im Spiel!
,JtifUr64,1015155,Beim Betreten einer ökologischen Domäne/Dimension wird ein epischer RPG-Titel angezeigt!
,b6GPgDjM,758284,In den Versionen 1.16–1.20 wurden Kupferpanzerung und Werkzeuge hinzugefügt.
,CdvG2fsN,237065,Ermöglicht das kostenlose Hinzufügen von Elementen und Blöcken
,QAGBst4M,495476,Warum heißen sie Puzzles? Hier liegt das Rätsel!
,1Zu0uTEE,233105,Die Kernbibliothek der Modulreihen McJty und romelo333 (RFTools/XNet usw.)
,fPdy2fCM,282947,"Ein überarbeitetes Modul, das den Behälter des Handwerkerherzens in Form eines Zubehörsteckplatzes nachbildet"
,Sjzdj2cy,446870,Karten mit unbegrenzter Reichweite hinzugefügt
,ydZic5r4,513689,"Sorgen Sie dafür, dass sich die Gegenstände reibungslos im Behälter bewegen"
,2xZPITh8,396234,Schweinestall-Passwortsystem zum Spiel hinzugefügt
,mCkStePk,356483,"Mysteriöses Landwirtschafts-Zubehörmodul, das Pflanzen/Essenz aus anderen Modulressourcen hinzufügt (Einzelheiten finden Sie in der Support-Liste)"
,NoznOJXq,345298,"🕷Spinnen erzeugen regelmäßig Netze, wenn sich Spieler in ihrer Nähe befinden"
,MVARlG2f,968868,Umfangreiche Lastunterstützungsbibliothek für modulare Module
,1tlg2wSc,257573,Dekorative Bausteine im modernen/futuristischen/Fantasy-Stil hinzugefügt (legendäre Fortsetzung von Ztones)
,EC41AOIq,235670,Hochgradig anpassbarer Mod zur Überarbeitung der Benutzeroberfläche im RPG/MMO-Stil
