name,modrinth,curseforge,description
,rpaqVyiI,1028445,与Fresh__LX的Fresh Animations兼容的Ashen自定义生物模型
,eddq8rrf,683123,新增猫品种并优化现有猫的写实外观（支持Optifine/Fabric）
,TghJ0CEU,957898,彻底重制玩家动画，赋予其生命力！
,FXw3rwS0,836124,减弱菜单点击音效
,6seZEdkp,846549,重构版Minecraft GUI | 浅色主题
,ruIZ2s2r,522485,降低雨水饱和度，使其更接近现实中的灰调雨景（尤其适合搭配着色器使用）
,LSmohupN,864112,16x中世纪奇幻风格Minecraft
,BY2ksJHF,351975,32x纯粹像素风冒险主题材质包
,lxdu8mT0,820784,为Cracker的凋零风暴模组添加《故事模式》纹理
,xGCng9FL,776419,Create风格的Tom简易存储
,RPrIU0O0,1068288,现在猫咪将更加迷人！但仍与原版风格和谐共存...
,QSKCFxWX,893328,用C418遗失的怀旧音乐补全Minecraft原声带！
,bY6ifSOi,538478,为附魔书添加矿物/宝石镶边纹理（主题化视觉附魔效果）
,itBxlKsu,858848,通过BetterEnd模组增强末地城的视觉效果
,8Xv7wkWd,844259,可探索的半埋丛林要塞（含地上塔楼）
,olO1TaXd,785390,专为着色器定制的写实纹理（保留原版色调）
,XFnaXwdB,759452,锐利科技风RPG字体
,Kit8I4Pu,825997,
,hJAzl1Bs,326818,史诗级中世纪奇幻风格
,O7XvzQkN,1028450,为Ashen 16x添加多款社区模组支持[已弃用]
,PFPUNiJp,426352,冰雪冬季主题材质包！
,GalExSh7,384081,Golden Days Alpha：重现经典Alpha版草叶色调！需搭配Golden Days Base使用，在现代MC中重温Alpha体验！
,p7P0HjJw,878428,ChoiceTheorem村庄大修与Savage and Ravage模组的兼容数据包
,73G2oXxA,893171,PVP专用材质包（1.16-最新版）：全套护甲与下界合金/钻石/铁/金/锁链/木/石物品纹理重制
,ia2umfZR,399487,[1.7-1.19] 真实通透的玻璃！
,ti4S0dP0,305952,Jakob.zero创作的像素风材质包，以多尺寸方块图案为基础，突出方块世界的独特魅力
,AdXxxPfs,758265,EnhancedVisuals的像素化纹理（更贴近原版风格）
,oUSJyuav,656215,农场动物写实化更新
,5cWrW4FI,834273,Croptopia模组与CTOV的兼容数据包
,a84VJ7Y9,771370,让经验条变彩虹色的简易材质包
,E8fGzGhh,616586,全新PBR/POM材质包：在保留原版像素感的同时增添细节
,TjOXlt9Y,885553,原版连通纹理+Fusion支持
,beHlML1z,955645,PVP向准星替换（将原版准星改为PVP样式）
,EkrInWCl,350660,暗色加载界面与GUI元素（护眼优化）
,PsMUgCo5,622551,史上最庞大、多功能的天际材质包
,uJ0YMl4f,547822,将RS要塞改为Better Stronghold风格
,7DqvgzpQ,836155,原版风格3D化材质包（不破坏传统像素感）
,CjZB9nf0,836909,为OR添加活动物品支持
,R2M9Yj9d,354421,Vanilla Additions的冬季/圣诞主题资源包
,re5yGOyz,679166,月亮。
,uPCMwj7H,928023,在植物盆中使用Cobblemon作物（球果/树果/根茎/草药等）
,6ZymelzH,993307,《天境》模组重制纹理，适配Maffhew的Excalibur材质包
,H0lxoIBE,904898,为Repurposed Structures的村庄添加凉亭
,uvpymuxq,380969,高性能树叶外观优化（高模组兼容性）
,iunZDj0l,869986,Beautify模组与CTOV的兼容数据包
,eN2UAbCS,355140,Vattic的Faithful 32x变体材质包（保留原风格基础上微调）
,pMLZzzF5,858433,大家好！这次带来的材质包能提升游戏画面清晰度
,lUrFvZH1,470652,
,ZVTx4h1P,554341,利用洞穴与悬崖模组强化RS体验
,cwUMcX8W,687374,目标去除所有黑暗风格GUI（包括原版与模组）
,6NpNU321,626693,使高级外设模组的房屋生成于RS村庄
,7vT7Bwz9,837728,基于Yung更好的下界要塞模组，在世界上添加巨型丛林要塞！
,ctsYF3nI,972258,改进原版单调乏味的狼外观！
,DasdQ0y9,465262,为龙蛋添加精细模型与动画效果
,9M4nfwjl,637986,初代指南包荣耀回归
,hFoOkEdk,509339,将床改造成更华丽可爱的样式！
,quMLCyp9,886331,我们制作了默认资源包包含游戏图片，但只需替换图片即可轻松自定义
,Dp3twuO6,977843,Mine Cells的替代3D武器模型
,FsygnwFm,422825,可见矿物纹理包通过高亮矿石提升挖矿效率
,Grn2JrYW,554344,使沉浸工程的房屋生成于RS村庄
,PXOlmnke,821245,现在可以用拴绳牵引村民了！
,TM94CBvz,990393,改进原版单调的豹猫外观！
,wKu40yBb,876714,降低火焰视觉干扰
,ZemCyvLM,959646,格雷科技的现代风格资源包
,wmXxr9ku,859798,替换原版准星为更优质的现代版本
,BFzJ6aQL,384081,黄金岁月资源包还原旧版MC的纹理/光照/名称/音效
,lP7OH3rE,859808,狙击手风格准星替换原版准星
,NlV6RQjs,335761,动漫风格纹理包
,ItHr72Fy,572892,在钠/高清修复/原版中实现全亮度效果
,nXngdyOv,554338,将RS女巫小屋改造成Hexerei风格
,CdRC4fyI,628469,农夫乐事与CTOV的兼容拓展
,nELgl6gi,948934,将DarkRPG文本恢复为原版语言
,eshAdv4B,643669,宝可梦自定义GUI包
,9aE6Ib8a,943817,减少雨雪视觉遮挡
,hl0bs6jf,821708,在RS村庄添加巫师塔
,sPT9u2eL,665218,为村民添加肤色/瞳色/眉色变体
,ZpBKASR2,478165,通过CIT技术为附魔书添加可辨识的定制纹理
,6DwvxSMP,585361,显示玩家与生物生命值！
,UiaFErsS,872654,ChoiceTheorem村庄大修与村民增强的兼容数据包
,yiTthr0O,918450,使圣剑兼容Fresh Animations的资源包
,d1nRD7RG,342663,程序员艺术纹理包的补丁
,JEZ93XXG,551139,8x8像素卡通清新原版风格！
,jjGcjeIR,886426,我的世界版后室
,wFLeBRkG,503839,为进度铭牌模组设计的花纹石风格外观
,Bw7Oyi0i,1096464,16x分辨率下实现Ashen与Regions Unexplored的基础兼容
,slufHzC2,990406,EMF玩家动画资源包，为玩家实体添加华丽动作，兼容夸克表情/跑酷技巧/NEA等模组动画
,Keq5OmV7,858850,以符合原版风格的方式强化末地城外观
,kWgq7eAt,391858,我们值得拥有的完美阴影！
,50Rh3CqF,657574,为每个附魔书添加独特纹理（支持大量模组）
,meCkzj8O,851479,为1.18全景图添加光影的优质资源包 | 全版本支持
,Lle48EBp,393001,为矿石添加描边（Faithful x32版本）
,8zPEQCkL,229122,粉色方块蕴含无限可能！
,d3JOyUGH,878413,CTOV与BYG的兼容数据包
,ZrnmXWf6,896735,为更多生物变种模组添加Fresh Animations兼容
,3gQXrsPx,554485,在RS村庄用Etched模组演奏音乐！
,6PJbKvJH,834282,厨师乐事与CTOV的兼容拓展
,7YjclEGc,831385,火把/灯笼等实体与物品会发光！仅服务端有效！
,e2fAZfFz,1016013,告别原版单调的箱子，现在拥有更真实的纹理！
,ZMcqgmIV,663050,查看任意生物的生命值...
,tqtqwUe3,694918,在RS村庄添加BYG的采集者小屋
,qbxgGjQ6,737167,易读的平滑现代RPG字体
,NzaimZYw,888328,海洋爱好者必备——为加载背景模组定制的海洋主题游戏载入画面
,sDzgzRzB,554354,将RS前哨站改造成野蛮与掠夺风格
,50akz7zH,906447,
,OyWCbj0l,564189,PVP专用迷你武器工具（含PVP准星）
,LJazX7OI,947578,xali附魔书纹理的粉丝扩展包
,6udpuGCH,639779,独特附魔书纹理！
,6GgEjSHS,322713,为末地传送门与末影之眼添加诡异随机闪烁效果
,kS4FsCxd,859499,将音乐唱片变成卡带样式
,a5ESRz6Q,825234,为RS村庄添加新房屋与工作站点！
,IjeNkkG5,858484,雨声与雷声的新音效
,ZbZNRA1g,882133,经典BOSS的全新演绎
,qaTINtKD,909754,
,BORRKwOq,870000,ChoiceTheorem村庄大修与Domestication Innovation模组的兼容数据包
,ivApM40Z,554363,让RS结构生成环境方块
,S1rcrDD7,442365,无缝连接大量原版纹理！
,UsixlLlt,385666,Minecraft十字准星新设计
,VYltvPuN,548717,显示非精准采集时方块的掉落物。兼容所有资源包！
,mWmuC2TQ,326778,在旧版本使用新版Minecraft纹理！
,ARf3yR3v,1096521,16x分辨率资源包，为Ashen 16x与Visuality添加兼容性
,IUJGdLaw,627173,可爱花卉主题GUI大修资源包
,BcDJfnX2,504003,用美西螈主题设计替换传统图腾纹理
,u5lozjSP,977313,立方体植被
,oYrEfh82,849740,让矿物发光且在黑暗中更易见（发光/可见/自发光/描边效果）
,8tVJRgvq,351202,冬季主题原版体验大修！
,GOMwBq8d,926608,调整physicsmod雨的饱和度，使蓝色更柔和接近真实雨景
,ZM5PH9W6,412189,华丽GUI与HUD - 暗黑模式/1.8风格/1.19+适配/Respackopts配置
,yopVn4E8,580181,改进版原版字体（32x分辨率）
,tEzYpIwc,807817,为Eureka模组添加Create风格美学
,gfr4403r,408801,使物品框隐形的资源包
,5QsxmK1S,813415,水体颜色随生物群系变化，提升景观统一性
,VDTtLGSV,969926,为附魔书添加差异化外观！
,890hHez9,834277,Bountiful模组与CTOV兼容数据包
,asD9taD4,1006193,Excalibur非官方bug修复与兼容补丁
,bsBedndu,857188,1.20盔甲纹饰发光效果（闪亮/可见/自发光/描边/1.20）
,6lrP7ALa,592525,LabPBR标准资源包，移除原版纹理噪点
,vZ8CfI8h,925115,为伊布添加缺失属性的进化形态数据包
,5gU0lpwH,928901,类原版纹理，支持「ඞ进食动画模组」
,OEr1cDQd,554351,在RS村庄生成Buzzier Bees养蜂人
,osPoiuKP,413810,为工具附魔添加矿物/宝石纹理的视觉特效包
,e67KFc9t,322168,在忠于原版艺术风格的前提下极致优化，Barely Default为您带来连贯、纯净、一致的体验！新增数月量级的细节内容待您探索
,KwbFimmq,344940,万圣节主题原版体验翻新！
,d0w6GHbr,794499,修改快捷栏、心形生命值与盔甲图标的资源包
,5Wz8MWHt,811234,通过自定义模型与纹理提升艺术表现的原版风格资源包
,dS7SM6Rb,537217,STONEBORN：受奇幻启发的质朴齿轮大修
,wYGa3J0a,454245,为棕色/红色蘑菇添加变种
,UGEVQ6t9,884709,更美观的农耕体验，兼容多模组
,CUfOpYVR,571281,为RS村庄添加悬赏系统！
,RvfAlf4Z,548744,增强红石体验的资源包
,DAphTo2f,909676,
,yvtFvpUE,895273,让船只在水中摇晃（甚至翻滚！）
,ab1yZ2md,670120,为骷髅/流浪者/凋灵骷髅添加生物群系变种
,CTAstxQN,376961,为附魔物品添加视觉标识的资源包
,gksxFwJ1,946842,复古RPG风格字体
,bDPrulz9,636912,支持50+模组 | VT平滑字体 | 1.18-1.21.3
,9SBmGqnV,905517,为游戏添加简约3D方块
,70yluNSI,711916,waystone模组与CTOV兼容插件
,CFeoJnHX,682954,Create模组极简PBR资源包
,SoYbSOGW,666290,《租借女友》自定义GUI包
,MhBq4iya,1017176,新模型与动画/变形苦力怕/肢体分解等！
,N7pdPOrX,864063,SMART BOOST：受MC预告片启发的极简16x纹理包（1.16+）
,L16BPBvl,904988,为RS村庄添加圣骑士庇护所！
,GVW3MpmB,353232,圣诞节主题原版体验翻新！
,FmYJLZx3,286633,
,Gm2RS5fW,943350,用《只狼》音效替换Epic Fight音效
,ENCwFpBk,845819,为JourneyMap添加Cobblemon模组的宝可梦像素/剪影图标！
,fyGliXG0,648065,more villagers模组与CTOV兼容数据包
,dtUxfCNZ,904131,
,DxTxvV0E,949260,隐形玻璃与透明染色玻璃（无恼人边框）
,iV0hpqLt,704940,为BetterEnd添加木匠台配方
,irAi0fTI,497571,箱子重开动画！
,BkTdFBUU,813185,多配色预设的梦幻低耗能光影包
,Q8Pek4aC,827450,
,6vhHOIKw,861241,为附魔书/物品添加图标化附魔名称与彩色附魔光效
,tGPo774G,779808,锐利清晰字体
,OrWwrISO,366938,移除所有物品附魔光效
,DWUyH6Mk,1096470,16x分辨率资源包，为Ashen 16x与Appleskin添加兼容性
,BULmW8dH,697994,
,Rspf9Ia2,492872,在"酿造台"界面内提供游戏内酿造指南
,Y7dBqGlW,663524,从零打造的风格化LabPBR材质包
,MnivJnH2,1096459,16x小型材质包，为Ashen 16x与高级下界合金添加基础兼容性
,4YkvO5Rp,682643,为Minecraft带来清新又熟悉的16x16像素风外观
,B8XiXauo,897045,CTOV与Iron's Spells 'n Spellbooks模组的兼容数据包
,a79auWZr,353554,
,wH6e4Ark,878091,末影之旅整合包专用的末影龙战斗音效资源包
,jbhXFk8s,513233,以现实主题打造的高性能Minecraft材质包，纹理令人垂涎
,LQaHxbyh,994247,全面重构精致背包的界面、按钮、槽位、指示器等元素！
,uBgJtPlZ,903050,为VillagersPlus添加Promenade交易选项
,ADTDsWVN,842285,用趣味独特的死亡消息替换原版单调内容！
,rOWBH37D,909772,
,oOmzVcny,379555,适用于Minecraft 1.12.2的未来风原版纹理
,2CHnCFZX,298082,安卓Material字体加粗版移植到Minecraft
,eJJZdOOj,489807,这是paulevs作品Lum的向后移植版
,6w0Ygc8D,592214,Minecraft x32建筑方块与植物变体+3D模型（兼容x16，可选Faithful风格）
,5bNHpilN,822053,提供多种颜色附魔光效选择，兼容原版Minecraft
,GQGN9FhO,1028439,Ashen 16x的定制生物模型
,xdLxq20I,951359,基于《黑暗之魂》的哥特中世纪字体
,AO9YGaRF,297434,部分Linux发行版采用的宽衬线字体
,Jqgb3e3H,1006123,修复Autoslabs等模组的纹理问题
,Uigm3P2d,592232,旗帜图案物品重制纹理，兼容多模组
,GRUV6SMM,949239,xali药水模组的粉丝扩展包
,Uw76oOCJ,434605,制作动态RGB经验条、快捷栏与背包界面的GUI包！需OptiFine或Animatica（Fabric）
,ti9KkMHm,551206,为草方块、灰化土、菌丝体等添加原版风格的花草卵石装饰
,EYdutVcx,711031,调整地图纹理使其更符合手持外观
,hIdXd06Y,695262,全分辨率重制的锐利清爽默认字体
,prik3cIi,883457,CTOV与圣骑士牧师模组的兼容数据包
,vBH38M7b,637018,Parallax PBR是增强细节纹理与沉浸视觉的现实主义材质包，为方块世界注入真实感
,kNewBYCK,517254,
,ivUZsvzp,782814,将火焰与灵魂火粒子替换为动画版本的小型资源包
,BB5Kj4qg,903888,让三叉戟更炫酷的CEM材质包（水晶版）
,8fUbD0Qy,416323,Luna HD材质包（1.21.3/1.20.6）灵感源自月光之美，提供社区艺术家手绘的3D模型精美纹理
,Mddj0vpG,1028456,移除Ashen 16x的茂密树叶效果
,S6XROiqp,676748,红石辅助显示材质包（保持原版风格的前提下增强红石信息可视化）
,h1XaRPDH,992235,利用原版核心着色器实现雨滴倾斜效果，无需模组！
,8olVtpyI,698096,暗黑主题重构版Minecraft界面
,td2vmZqO,250080,为Conquest Reforged模组优化的专属资源包
,LSTBJenG,998152,村民焕新版的新鲜动画扩展
,shhv3Jy5,1104239,16x小型兼容包（Ashen 16x与进食动画）
,R6NEzAwj,385587,以卓越画质、细节与性能重塑Minecraft视觉体验
,HuL3Q7xv,1080571,Ars Nouveau模组符文石碑等物品的现代化重制纹理
,9pR04wDX,1019617,真正流畅的玩家动画
,p6DhaYT0,979103,用新纹理刷新你的Minecraft体验！
,EpQFjzrQ,678384,高性能奇幻风格着色包（含彩色光照与惊艳视觉效果）
,X4yzdg2X,1061743,让你的设备充满格雷格风味
,UP2ZKKkg,1038055,应用能源2的暗黑模式纹理
,LMIZZNxZ,534748,模仿已取消的超级图形包等作品的着色包
,HJR6V0I2,811791,通过85+自定义头颅或未使用的原版模型为人形生物添加新变种！无需资源包！
,WX4iF5Cj,467280,独具特色的轻量级着色包
,zYasBjYU,905289,将血条与状态图标变为《传说之下》风格的怪物灵魂
,EPsIYDj1,322360,在保留原版风格的同时实现现代视觉升级的着色包
,hwexxTUf,898373,通过新增音效增强洞穴环境多样性
,u4nhiAdP,961754,将Fresh Animations风格引入模组世界的扩展包
XeKr方纹,rq4lDGdf,338808,增加了更多方形纹理和方块状态显示，无需OptiFine!
XeKr红石显示,4ueVo9s5,310448,红石线能源级别显示/红石方块激活状态显示/带方向方块方向指示/经验球经验值值显示/树叶连接到原木显示/作物状态显示增强
动画世界,50dA9Sha,453763,让你的游戏像宣传片动画一样! 需要Mod Entity Model Features
动画世界(扩展),,813608,此材质包为扩展包 需要加载到FreshAnimations的上方才能正常使用
,UQCJikYy,500044,蜜蜂休息动画！
,Wgc7LNqS,233263,长期开发的雨声与雨滴纹理重制包
,kYxnqmnH,971821,为Cobblemon添加超级进化！
,IJRcfnAh,901630,Cobblemon未知图腾扩展包（包含全部字母）
,uYE6VsYf,1014149,让你的玩家像宣传片里一样动态帅气（受Fresh Animations启发的动画）
,UaS8ROxa,602290,极致轻量化光影反射效果
,jKa9Ievs,861245,Minecraft铁轨的3D方块与物品纹理
,10ZKs5Zh,848261,Soartex Grove是64x高清材质替代包
,ohjic8VB,862925,Cobblemon的宝可梦主题扩展PokePlaques
,NbmssBLT,825072,让Fresh Animations兼容Whimscape！
,pUZXW8CZ,870866,
,1Ja8Sg6j,629172,制作所有无边框玻璃！
,IE80M8ZB,1040392,黏土风格雕刻版 Minecraft！128x分辨率
,u69nu00u,827093,此材质包将村民转变为多样化的人类玩家形象，支持Fresh Animations，图库内有使用说明
,1jZGHJ05,1052640,降低火焰高度以提升视野可见度！
,ZSAWWDEn,1091267,将Faithful 64x用户界面转为暗黑模式！
,sN83aAhx,1052822,保留原版风格的3D木桶模型，同时增添细节
,PGGrfcvL,618339,为灯笼和锁链添加3D效果
,RfuHyyIz,876698,让Boss血条更具特色的材质包
,ti9eZ3CP,627908,改进梯子模型使其立体化！
